线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,预测赔付金额,风险等级,预测置信区间_下限,预测置信区间_上限,预测误差范围
1,0,0,1494.886,194,100,191336,300000,-1,427227,Suspected Lost,Call,148280561,2870.42,Alcohol,0,C,Consigner,213.5562967,0.996039034,120.6195371,0.992070414,696.54,2300.2570538455016,6,0,0,0,6,0.7573386473059692,2,363.8357111111112,423.8379372197309,4.027321921585729,合理诉求,0,148.04920685573438,100.83157501778813,154.53972755091186,154.63751533829563,570.1629461544986,高风险,433.5833937601948,706.7424985488025,136.57955239430382
2,1,0,567.065,146,40,53085,420562,-1,427864,Pickup Error,Internal Software,-62462,594.07,Electronic Product,-1,Staff,Consigner,0.0,0.988652327,0.108996819,0.976174977,37.78,283.8297723938943,4,2,6,0,0,0.9364048007810528,2,234.3825083986562,201.4001850481125,0.9119315153345116,合理诉求,2,72.54835060757205,42.51361777945182,3.746533293647444,17.36494874343781,310.24022760610575,中高风险,173.66067521180193,446.8197800004096,136.57955239430382
2,0,0,848.719,35,64,54480,300000,-1,427864,未知,Call,275700283,2973.77,Household Goods,0,C,Consigner,15.86196776,0.988809762,34.89976202,0.994948588,425.4,2398.457219874883,0,0,11,0,6,0.8569492596939239,2,298.27488372093023,326.471431670282,4.161728322863463,合理诉求,1,131.1072382839834,49.43616584608864,97.68039083071668,154.63751533829563,575.312780125117,高风险,438.7332277308132,711.8923325194208,136.57955239430382
2,0,0,123.209,146,99,183889,300000,-1,427864,Pickup Error,Call,601005058,2567.88,Beauty & Daily Essentials,0,C,Consigner,20.46913092,0.959199574,156.2250301,0.998700144,504.09,2110.3882772828247,4,0,3,0,6,0.8036940978550399,2,263.94968397291194,420.1927850877193,4.6028928609135145,合理诉求,0,72.54835060757205,59.35468923460395,84.40978101154276,154.63751533829563,457.49172271717526,高风险,320.9121703228715,594.071275111479,136.57955239430382
2,0,0,0.728,31,178,187319,326821,-1,427864,Suspected Lost,Internal Software,9731,1342.95,Miscellaneous Goods,0,Not Known,Staff,6.672955889,0.999844146,7.461350781,0.964023234,668.16,777.2970735134268,6,2,14,2,2,0.5024684463308389,2,244.914587973274,285.8858536585366,1.3717339789153011,合理诉求,0,91.88474480292756,81.0676732915042,152.3528882028145,128.36574322604778,565.6529264865733,高风险,429.07337409226943,702.2324788808771,136.57955239430382
2,1,0,235.218,13,108,56841,145462,-1,-57527,未知,Call,545344,212.5,Hardware,0,C,Consigner,6.133903271,0.995833649,4.891065086,0.996449437,195.13,99.60247720348934,0,0,9,0,5,0.0817411764705882,2,261.34627232142856,261.2737831858407,0.874492041248686,合理诉求,0,107.63959905280184,80.62802920757954,39.98279521668128,6.084668124282405,112.89752279651066,中低风险,0.0,249.47707519081447,136.57955239430382
2,0,0,136.212,25,146,36433,53741,-1,-188645,未知,Internal Software,285225,298.85,Miscellaneous Goods,-1,B,Receiver,8.091133309,0.586157706,1.432234333,0.97316527,210.57,147.7119517938617,0,2,14,1,5,0.2953990296135185,2,259.8581473214286,259.16695852534565,0.9709073669311207,合理诉求,0,88.02025973044574,116.9370991429186,143.71971967010202,21.702155000145385,151.13804820613834,中低风险,14.558495811834518,287.7176006004421,136.57955239430382
2,0,0,11.471,157,144,92621,212518,-1,427864,Suspected Lost,Call,750812,107.17,Electronic Product,0,C,Consigner,23.6762099,0.988766711,5.583065657,0.974056089,7.24,65.89146113600229,6,0,6,0,6,0.9324437809088364,2,304.6699548532732,255.7687414187643,1.5585084751382496,合理诉求,1,46.30041720150621,148.0456322502796,8.987239528902728,10.750727873992975,41.27853886399771,低风险,0.0,177.85809125830153,136.57955239430382
2,1,0,148.42,170,340,181904,41603,-1,427861,Suspected Lost,Call,730056,426.39,Electronic Product,0,C,Unknown,4.677782066,0.997545104,3.348842575,0.754448912,318.2,221.72733239137716,6,0,6,3,6,0.2537348436877037,2,270.214055944056,256.80997797356827,1.078111720369812,合理诉求,0,8.321134269168404,84.3143446210705,2.245228535969753,136.33786975696037,204.66266760862283,中低风险,68.08311521431901,341.2422200029266,136.57955239430382
2,0,0,102.062,63,125,227346,244481,-1,44142,Pickup Error,Call,199223,177.99,Hardware,-1,C,Consigner,73.67898545,0.989489299,1.729437828,0.971737038,81.39,88.96079573039293,4,0,9,0,4,0.5427271195010955,2,333.45300000000003,245.60125827814568,0.9881326448691624,合理诉求,0,78.66265012902139,83.14143408470304,89.08350723258485,31.72760369057797,89.02920426960708,低风险,0.0,225.6087566639109,136.57955239430382
2,1,0,12.689,217,39,213575,383823,-1,-34046,Suspected Lost,Call,393331,707.68,Miscellaneous Goods,-1,B,Staff,0.0,0.99997734,5.923202828,0.999457662,152.71,423.6297110064296,6,0,14,2,5,0.7842103775717838,2,231.2032466063349,260.77156950672645,1.48615780219744,合理诉求,0,113.85274202913382,36.86742632303905,51.69698297903426,18.73678087585824,284.05028899357035,中高风险,147.47073659926653,420.6298413878742,136.57955239430382
2,0,0,5.162,199,59,55906,187655,-1,427862,Suspected Lost,Call,-80213,688.57,Pharmaceuticals,-1,B,Receiver,0.549312951,0.954566125,4.576475609,0.956040434,149.04,404.5197110064297,6,0,15,1,0,0.7835514181564692,2,247.542,255.7687414187643,1.419117000142926,合理诉求,0,76.4273101312096,33.68164179061199,64.88452287738028,38.17527729230245,284.05028899357035,中高风险,147.47073659926653,420.6298413878742,136.57955239430382
2,0,0,587.0,179,132,190816,243065,-1,-115139,未知,Call,676827,1273.84,Fresh,0,B,Unknown,62.41382069,0.89084129,1.843737642,0.941796686,735.3,716.8686368317914,0,0,7,3,6,0.4227689505746405,1,313.9089870689655,242.12484633569736,1.2847767540637762,合理诉求,0,65.21791013489069,49.82490688549303,2.631544291762681,2.166394557823129,556.9713631682085,高风险,420.3918107739047,693.5509155625124,136.57955239430382
2,1,0,165.138,222,152,227346,393259,-1,427859,Damage,Internal Software,1757515,2734.73,Miscellaneous Goods,-1,C,Consigner,0.0,0.983825471,21.56985425,0.868819281,952.28,1577.183138790689,1,2,14,0,6,0.6517828085405141,2,234.50764254385965,332.48595348837205,1.361346002995855,合理诉求,0,55.22632970407765,62.07330197223053,89.08350723258485,6.18701997555053,1157.546861209311,高风险,1020.9673088150072,1294.1264136036148,136.57955239430382
1,1,0,5.293,3,158,165387,329083,-1,427847,Suspected Lost,Internal Software,59176,661.51,Maternity & Baby Products,-1,C,Receiver,2.392049575,0.998564781,13.94643403,0.975464548,96.43,386.4069064179222,6,2,13,1,2,0.8542274493204939,2,251.87966139954847,275.3200457665904,1.3995022707090898,合理诉求,1,41.18257094143706,96.36301746732204,48.65084468802049,132.3267545482109,275.1030935820778,中高风险,138.523541187774,411.6826459763817,136.57955239430382
2,1,1,90.41,25,1,140887,367630,-1,427780,未知,Call,231847,160.52,Household Goods,0,B,Consigner,11.96504396,0.915737517,9.827863931,0.996950945,32.53,77.71166203133563,0,0,11,0,4,0.7973461250934463,2,277.79844097995544,276.2683820224719,0.927254541909562,合理诉求,0,88.02025973044574,65.76028831767645,0.9599207566450048,9.086722361809317,82.80833796866438,低风险,0.0,219.3878903629682,136.57955239430382
2,0,0,163.277,175,132,211520,299038,-1,427839,未知,Call,146895,259.91,Maternity & Baby Products,-1,B,Consigner,8.535307432,0.994076369,6.821771442,0.999504928,195.96,119.23550450836714,0,0,13,0,3,0.2460467084760109,2,259.5580044345898,270.95794520547946,0.8416158751411191,合理诉求,0,95.15339019940537,49.82490688549303,126.92072253190176,75.06467775773295,140.67449549163288,中低风险,4.094943097329065,277.2540478859367,136.57955239430382
1,0,0,697.411,179,242,107689,268224,1,-48939,Damage,Internal Software,-71216,106.47,"Apparel, Footwear & Accessories",-1,C,Receiver,59.88283514,0.998976267,43.39729445,0.998243539,49.24,63.12890283291275,1,2,1,1,0,0.537522306753076,2,312.5505,323.71263392857145,1.4237108882314935,合理诉求,0,65.21791013489069,277.3968585178128,16.88360290874457,3.087108769234569,43.34109716708725,低风险,0.0,179.92064956139106,136.57955239430382
2,1,0,0.0,112,1,133833,188679,-1,427863,未知,Internal Software,-21676,635.92,Miscellaneous Goods,0,B,Unknown,2.587265132,0.956480814,1.676457684,0.969030802,160.73,388.5329161150637,0,2,14,3,0,0.747248081519688,2,269.58882483370286,237.6909409190372,1.5642235096855883,合理诉求,0,83.51330762820683,65.76028831767645,635.92,334.9765777222664,247.3870838849363,中高风险,110.80753149063248,383.9666362792401,136.57955239430382
2,0,0,57.069,2,151,193263,1302,-1,-81857,Damage,Call,533364,242.39,Dried Groceries,-1,B,Consigner,6.345228061,0.992595366,32.55022288,0.996334822,21.38,118.73800418328263,1,0,5,0,5,0.9117950410495482,2,266.89086363636363,326.471431670282,0.952555981196399,合理诉求,1,62.84702059293448,61.00197544413271,22.24707043229882,21.87792160244465,123.65199581671736,中低风险,0.0,260.2315482110212,136.57955239430382
2,0,0,0.0,174,222,218216,29139,-1,98507,未知,Call,124843,455.83,Miscellaneous Goods,-1,C,Receiver,9.716286626,0.733772349,26.26051337,0.972460918,132.28,245.2938104697764,0,0,14,1,3,0.7098040936313976,2,253.31512249443207,310.9002546296296,1.1595831947929156,合理诉求,0,100.04971840532498,98.54384263464463,182.1655182056983,101.42782953365231,210.5361895302236,中低风险,73.9566371359198,347.11574192452747,136.57955239430382
2,0,0,346.34,115,211,227346,357568,-1,427742,未知,Call,2227557,713.6,Miscellaneous Goods,0,B,Unknown,55.20861639,0.999599785,10.45833908,0.852766606,103.28,366.7032980305811,0,0,14,3,6,0.8552690582959641,2,313.9089870689655,280.7192633928572,1.0540579889222845,合理诉求,1,201.67649841277105,71.60431225534542,89.08350723258485,76.54281189799825,346.8967019694189,中高风险,210.3171495751151,483.4762543637228,136.57955239430382
2,0,0,14.46,0,146,227346,307765,-1,427841,未知,Call,915678,323.18,Documents & Bills,0,B,Consigner,0.0,0.976637596,0.0,0.9998307,161.54,189.95138770033174,0,0,4,0,6,0.500154712544093,2,234.3825083986562,201.4001850481125,1.4151333642357948,合理诉求,0,59.08910110031514,116.9370991429186,89.08350723258485,10.87397003565682,133.22861229966827,中低风险,0.0,269.8081646939721,136.57955239430382
2,0,0,112.966,188,25,226048,359776,-1,-31342,Pickup Error,Vendor Consultation,254095,389.28,Home Improvement and Building Material,0,C,Consigner,30.02843406,0.988373533,15.22672822,0.836887661,95.61,174.31492489608402,4,6,10,0,4,0.7543927250308262,2,310.0700655021834,286.8976805251641,0.8071440477688759,合理诉求,0,47.4090526671996,61.12239939340209,23.76942601904362,9.85406383055061,214.96507510391595,中低风险,78.38552270961213,351.54462749821977,136.57955239430382
2,0,0,925.555,49,187,202552,11984,-1,150686,未知,Internal Software,684843,746.77,Electronic Product,-1,C,Consigner,42.6292478,0.997339839,23.06658037,0.987185204,707.61,376.12465474393366,0,2,6,0,6,0.0524391713646771,2,318.8163908045977,335.7952115812917,1.0120526452034024,合理诉求,0,40.492679182419664,67.73202556024641,55.422060274142446,117.40066912062524,370.6453452560663,中高风险,234.06579286176245,507.22489765037005,136.57955239430382
2,1,0,884.835,178,0,27890,228086,-1,427814,Pickup Error,Call,128722,843.94,Home Improvement and Building Material,0,B,Consigner,58.50610168,0.995995298,38.39579493,0.98556953,683.9,439.02014723938794,4,0,10,0,3,0.1896343341943741,2,310.2664301552106,325.4023214285714,1.081543916252592,合理诉求,0,70.60643042511512,77.14359760454522,6.132602725856504,3.785929616451471,404.9198527606121,高风险,268.34030036630827,541.499405154916,136.57955239430382
2,0,0,538.283,248,151,42471,300000,-1,15453,Pickup Error,Call,626088246,3562.69,Beauty & Daily Essentials,0,Staff,Consigner,56.11994635,0.88478346,41.84425488,0.994879678,904.35,2788.843321091511,4,0,3,0,6,0.7461609065060391,2,307.8155714285714,319.2254565701559,3.599219557887372,合理诉求,0,55.91644295918015,61.00197544413271,102.31583006020072,154.63751533829563,773.8466789084891,高风险,637.2671265141853,910.426231302793,136.57955239430382
2,0,0,300.577,318,178,205705,133217,-1,427864,Pickup Error,Internal Software,-58724,565.79,Dried Groceries,-1,B,Receiver,10.66246445,0.994802787,21.43374944,0.995014896,351.02,287.0023433099007,4,2,5,1,0,0.3795931352621998,2,253.31512249443207,335.7952115812917,1.0257862934525115,合理诉求,0,94.58575251473953,81.0676732915042,12.433078112478594,66.8280523050498,278.78765669009925,中高风险,142.20810429579544,415.36720908440304,136.57955239430382
2,0,0,121.195,163,68,199232,257056,-1,427864,未知,Internal Software,623542,136.99,Jewelry,-1,C,Consigner,1.620089799,0.983331365,3.214496265,0.974911465,72.57,79.39439408338151,0,2,12,0,6,0.4702533031608147,2,251.87966139954847,241.8091169977925,1.3549547417661263,合理诉求,0,14.555784163183898,85.77308270084154,16.37294367567777,1.1453055658894642,57.595605916618496,低风险,0.0,194.1751583109223,136.57955239430382
2,0,0,0.53,33,221,208059,49352,1,-161654,未知,Call,3697613,522.12,Miscellaneous Goods,0,C,Unknown,1.736624382,0.816161346,5.290343751,0.972619603,395.71,311.76949201375083,0,0,14,3,6,0.2421090936949361,2,254.24613122171945,261.2737831858407,1.4751300812299684,合理诉求,0,40.49688923377123,119.28736273067376,341.2549019607843,115.70286370496542,210.35050798624917,中低风险,73.77095559194532,346.93006038055296,136.57955239430382
2,1,0,0.0,106,115,152656,187609,-1,-1409,未知,Call,507817,205.72,Furniture,-1,B,Consigner,0.0,0.874955075,9.220740668,0.996416178,77.86,108.33834173426436,0,0,8,0,5,0.6215244020999416,2,234.3825083986562,266.1820787746171,1.1012046721314153,合理诉求,0,40.0740836619886,35.08918165560613,205.72,242.316238431112,97.38165826573564,低风险,0.0,233.96121066003943,136.57955239430382
2,1,0,200.533,129,0,183889,300000,-1,427811,未知,Vendor Consultation,80724210,2038.0,Dried Groceries,0,B,Consigner,24.59742629,0.913228887,35.43774433,0.993523335,181.58,1680.8356425529676,0,6,5,0,6,0.9109028459273798,2,315.07662895927604,326.471431670282,4.692917113623011,合理诉求,1,101.63574167179354,77.14359760454522,84.40978101154276,154.63751533829563,357.1643574470324,中高风险,220.5848050527285,493.7439098413362,136.57955239430382
2,0,0,0.0,107,190,98211,114334,-1,427858,Pickup Error,Internal Software,-72512,200.14,"Apparel, Footwear & Accessories",-1,Not Known,Receiver,0.938893427,0.988805711,7.901674875,0.914729212,40.96,110.21348620576185,4,2,1,1,0,0.7953432597181972,2,243.63325991189427,270.95794520547946,1.2121160441185408,合理诉求,0,68.21026985508779,42.27109806210031,39.0714787412827,59.64889159226988,89.92651379423813,低风险,0.0,226.50606618854195,136.57955239430382
2,1,0,146.923,55,272,222607,273884,-1,427655,未知,Internal Software,396502,1147.05,Miscellaneous Goods,0,B,Receiver,21.62383597,0.991685784,50.03152827,0.908900069,178.9,701.4745195501172,0,2,14,1,5,0.8440346977028028,2,313.76289760348584,357.2380984340045,1.570786015487119,合理诉求,1,35.86684935203544,49.31635642715891,14.83180922869958,31.26976490661368,445.5754804498828,高风险,308.99592805557904,582.1550328441866,136.57955239430382
2,0,0,154.159,102,173,221716,287737,-1,427863,未知,Call,269785,133.97,Dried Groceries,0,B,Receiver,4.624602765,0.967610943,51.94514903,0.993473626,33.51,77.31849450810667,0,0,5,1,5,0.7498693737403896,2,278.26538975501114,357.2380984340045,1.341135740487797,合理诉求,0,79.75566721007591,127.28844933963995,3.2770051719951696,17.2298064321555,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,1,0,0.0,100,247,122382,51427,-1,-38243,未知,Internal Software,164113,717.54,Home Improvement and Building Material,0,C,Consigner,18.10641503,0.948088283,0.06728305,0.998134666,211.66,431.22711590149913,0,2,10,0,3,0.7050199292025532,2,263.0759360730593,202.1543271375465,1.500897243973436,合理诉求,0,58.61618670133044,107.94885372380348,717.54,363.4814176645162,286.31288409850083,中高风险,149.733331704197,422.8924364928047,136.57955239430382
2,1,0,1.394,3,1,132444,426417,-1,427839,Suspected Lost,Call,-10554,102.93,Fresh,-1,C,Consigner,2.541735387,0.995553772,7.08056748,0.983683501,44.11,68.73391253936896,6,0,7,0,0,0.5714563295443505,1,258.57897379912663,275.80718681318683,1.9528850363339962,合理诉求,0,41.18257094143706,65.76028831767645,27.16326272842987,16.424846419038683,34.19608746063104,低风险,0.0,170.77563985493487,136.57955239430382
2,0,0,38.7,290,108,216665,432543,-1,-70351,Damage,Call,968918,1435.48,Hardware,-1,B,Receiver,5.186080853,0.982395613,20.56476392,0.998177249,353.01,807.5277686007787,1,0,9,1,6,0.7540822581993479,2,270.214055944056,314.3277728285078,1.2839254370785567,合理诉求,0,58.23315762756181,80.62802920757954,122.91300436113345,20.12958142034156,627.9522313992213,高风险,491.3726790049175,764.5317837935252,136.57955239430382
2,1,0,43.868,314,142,187542,441661,-1,427864,未知,Call,1280907,119.07,Miscellaneous Goods,0,B,Consigner,19.98672766,0.98430716,23.96169706,0.988860595,74.43,64.01450404960096,0,0,14,0,6,0.3749055177626605,2,263.0759360730593,332.48595348837205,1.1419844381761333,合理诉求,0,139.41474990640438,28.56198164095457,86.12916916803572,26.548399898485123,55.05549595039904,低风险,0.0,191.63504834470285,136.57955239430382
2,0,0,141.513,110,228,129789,216001,-1,-20242,Pickup Error,Call,27065,134.7,Hardware,0,B,Unknown,0.0,0.883627533,0.0,0.991005055,129.02,78.04849450810666,4,0,9,3,2,0.0421677802524126,2,231.2032466063349,203.0566087613293,1.353798029074565,合理诉求,0,92.7463058851104,148.98466498576923,2.8583294144656577,3.3381294829906527,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,142.808,188,180,224848,113042,-1,427695,未知,Call,249086,359.74,"Apparel, Footwear & Accessories",1,B,Receiver,25.51568691,0.998264302,54.47963098,0.981198165,42.59,188.02095883772623,0,0,1,1,4,0.8816089397898481,2,295.5821266968326,353.6351434878587,1.0885942717866057,合理诉求,1,47.4090526671996,103.1654787929379,10.504822828187804,57.20076490876725,171.71904116227378,中低风险,35.139488767969965,308.2985935565776,136.57955239430382
2,0,0,456.791,132,168,179661,437583,-1,-150602,Damage,Internal Software,2047840,223.2,Hardware,-1,B,Unknown,58.15085191,0.960134664,54.77113061,0.983728264,123.92,108.5883658674119,1,2,9,3,6,0.4448028673835125,2,307.8155714285714,368.0050669642857,0.9392511980487912,合理诉求,0,58.50478543136322,92.55944449820753,1.8181274685978164,2.98872486288708,114.6116341325881,中低风险,0.0,251.1911865268919,136.57955239430382
2,0,0,222.169,151,164,19702,45787,-1,48200,未知,Call,139679,2084.15,Appliances,-1,B,Consigner,0.058531197,0.749290513,29.13360644,0.862643761,972.05,1270.378610624922,0,0,2,0,3,0.5335988292589304,2,240.5930162412993,310.10277777777776,1.5591841186265638,合理诉求,0,50.96334543655807,52.31318061745044,9.338886673328284,9.338886673328284,813.7713893750781,高风险,677.1918369807743,950.350941769382,136.57955239430382
2,1,0,46.521,220,111,210232,346321,-1,427863,未知,Vendor Consultation,186011,2155.9,Beauty & Daily Essentials,0,C,Consigner,3.686360873,0.918394994,0.0,0.940756176,1491.25,1287.3954820994095,0,6,3,0,4,0.3082935201076117,2,260.07479820627805,203.0566087613293,1.4806081573995868,合理诉求,0,123.928815879039,67.1446034483175,108.6221255101394,11.629281183896024,868.5045179005906,高风险,731.9249655062868,1005.0840702948944,136.57955239430382
2,0,0,20.55,143,15,215014,187229,-1,427747,Damage,Call,6979,206.64,Pharmaceuticals,0,B,Staff,24.56891444,0.994227308,138.6108395,0.988968372,49.56,108.35263661668358,1,0,15,2,2,0.7601626016260162,2,320.29383219954644,433.8183518930958,1.0913033937498078,合理诉求,0,30.331531812833493,66.97408979585927,442.294882620804,6.491406632340903,98.2873633833164,低风险,0.0,234.86691577762025,136.57955239430382
2,1,0,10.87,125,263,227346,348999,-1,-90534,未知,Call,-72794,688.8,Hardware,-1,C,Consigner,47.8734362,0.994914769,5.947489812,0.993533656,319.34,404.7497110064296,0,0,9,0,0,0.5363821138211382,2,335.95823798627003,260.77156950672645,1.4199238753115568,合理诉求,0,72.01040474929201,34.25928695315086,89.08350723258485,19.5485210211356,284.05028899357035,中高风险,147.47073659926653,420.6298413878742,136.57955239430382
2,1,0,62.802,111,254,12935,355245,-1,-249329,未知,Call,56976,137.47,Documents & Bills,-1,B,Consigner,0.0,0.920456486,6.839657548,0.992114742,38.04,76.65552098723204,0,0,4,0,2,0.7232850803811741,2,234.50764254385965,270.95794520547946,1.240090059990615,合理诉求,0,49.39245455550515,27.01719525449181,41.63502203211657,2.498365854695387,60.81447901276796,低风险,0.0,197.3940314070718,136.57955239430382
2,1,0,8.865,187,295,223753,273280,-1,427862,Pickup Error,Internal Software,-72453,481.12,Maternity & Baby Products,1,B,Consigner,3.589412546,0.989277929,59.14330959,0.96220735,312.27,286.8975368043018,4,2,13,0,0,0.350951945460592,2,260.07479820627805,369.6626315789474,1.4695928537522096,合理诉求,0,57.09651545074001,14.966030415664283,20.251178584898103,60.34609170820373,194.2224631956982,中低风险,57.64291080139438,330.80201559000204,136.57955239430382
2,1,0,27.488,127,162,91216,47725,-1,-99590,Suspected Lost,Internal Software,68683,555.15,Alcohol,0,B,Consigner,12.73020819,0.965732764,4.530943263,0.985208149,208.73,327.820415670836,6,2,0,0,2,0.6240115284157436,2,277.79844097995544,260.77156950672645,1.4357334229551446,合理诉求,0,54.8929652111334,19.08308399234119,12.012581080223498,17.019399490587944,227.329584329164,中高风险,90.75003193486016,363.9091367234678,136.57955239430382
2,0,0,72.894,121,114,227346,103664,-1,-190670,未知,Call,799664,502.48,Documents & Bills,0,B,Consigner,48.92276714,0.907397482,47.05201342,0.987906103,185.02,277.7940471152284,0,0,4,0,6,0.6317863397548161,2,352.05103896103896,364.7963982102908,1.2308876275390592,合理诉求,0,13.79251937235075,28.474264009078844,89.08350723258485,16.145146397353034,224.6859528847716,中高风险,88.10640049046776,361.2655052790754,136.57955239430382
2,1,0,24.166,217,199,212637,190870,-1,427856,Damage,Call,410925,592.34,Dried Groceries,0,C,Consigner,48.93216678,0.989302437,31.76208863,0.994983037,77.0,363.72951097118823,1,0,5,0,5,0.8700070905223352,2,335.2251025056948,328.7853196347032,1.5841153969475106,合理诉求,1,113.85274202913382,68.25935953147685,302.7511458595863,9.9168185887786,228.6104890288118,中高风险,92.03093663450798,365.1900414231157,136.57955239430382
3,0,0,416.853,187,110,217103,413245,-1,427862,Damage,Mini Program,947816,1316.72,Electronic Product,0,B,Consigner,254.8229966,0.999902036,209.6593259,0.997278349,621.53,742.630997944274,1,4,6,0,6,0.5279710188954372,2,369.7758093126386,420.1927850877193,1.2913322899405981,合理诉求,0,57.09651545074001,59.553836474951126,55.34693914491895,5.906225079191096,574.089002055726,高风险,437.5094496614222,710.6685544500299,136.57955239430382
2,0,0,811.628,192,194,227346,37694,-1,39837,Pickup Error,Call,84640,454.29,Hardware,-1,C,Consigner,29.20458919,0.978349786,26.08183953,0.889857645,291.88,208.53452226122923,4,0,9,0,2,0.3575029166391513,2,310.0700655021834,310.10277777777776,0.8451059493074176,合理诉求,0,78.81725883739402,79.7249203144452,89.08350723258485,13.754239363920654,245.7554777387708,中高风险,109.175925344467,382.3350301330746,136.57955239430382
2,0,0,1.581,107,99,135436,204230,-1,140291,Damage,Call,-15543,506.27,Hardware,-1,B,Receiver,0.325372587,0.794376257,10.94295643,0.906199,257.51,292.16260751493735,1,0,9,1,0,0.4913583660892409,2,243.63325991189427,286.16632158590306,1.3582174194000587,合理诉求,0,68.21026985508779,59.35468923460395,99.69420560790948,98.75472552650167,214.10739248506263,中低风险,77.52784009075884,350.6869448793665,136.57955239430382
2,1,0,60.462,193,99,210232,168623,1,427856,Damage,Vendor Consultation,233235,1330.2,Miscellaneous Goods,0,B,Unknown,1.039609986,0.965612039,13.49762092,0.865266097,515.74,764.3810289447736,1,6,14,3,4,0.612283867087656,2,240.51343115124152,268.2698901098901,1.3485452463275054,合理诉求,0,83.26268120265847,59.35468923460395,108.6221255101394,36.37327162517892,565.8189710552265,高风险,429.2394186609226,702.3985234495303,136.57955239430382
2,1,0,11.528,2,1,173331,343707,-1,427858,未知,Mini Program,343909,658.17,Jewelry,0,B,Unknown,3.390632301,0.97477068,88.71775695,0.991614811,171.71,383.06690641792216,0,4,12,3,5,0.7391099563942446,2,264.9222453703704,372.0839508928572,1.3874053399696769,合理诉求,0,62.84702059293448,65.76028831767645,13.668819857988142,75.86466834321537,275.1030935820778,中高风险,138.523541187774,411.6826459763817,136.57955239430382
2,0,0,218.284,123,1,129203,266317,-1,86230,Damage,Internal Software,121175,1300.12,Hardware,0,B,Unknown,0.0,0.89021522,9.212179395,0.995449677,911.09,746.2647959151095,1,2,9,3,3,0.2992262252715134,2,240.5930162412993,280.7192633928572,1.3449721484471007,合理诉求,0,20.715451581961982,65.76028831767645,37.40938866769087,5.92893234344503,553.8552040848904,高风险,417.2756516905865,690.4347564791942,136.57955239430382
2,0,0,19.306,7,1,227346,453994,-1,22376,未知,Vendor Consultation,236532,267.11,Appliances,0,B,Receiver,3.237058546,0.998294811,2.131215054,0.954733469,167.63,140.6469647323222,0,6,2,1,4,0.3724308337389091,2,281.3449339207049,245.60125827814568,1.103433355693732,合理诉求,0,53.3780347455834,65.76028831767645,89.08350723258485,118.47108925521836,126.4630352676778,中低风险,0.0,263.04258766198166,136.57955239430382
2,0,0,70.451,113,198,13855,358956,-1,427833,Damage,Complaint,10785,133.1,Documents & Bills,0,Staff,Receiver,79.29037255,0.99859039,10.37591168,0.999949489,100.97,76.44849450810666,1,1,4,1,2,0.2413974455296769,2,338.9803393665158,280.7192633928572,1.326045067788498,合理诉求,0,35.130340525408286,66.02229343536094,248.6265866372524,15.48564537618983,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,128.374,150,88,213742,193305,1,59577,Damage,Call,-67082,1115.11,Hardware,0,B,Receiver,2.026829088,0.960608172,3.975190732,0.975807637,400.08,680.4098827719731,1,0,9,1,0,0.6412192519123674,2,258.57897379912663,242.46427917620136,1.561647233654233,合理诉求,0,55.74466742371549,88.2487524010825,8.619274351879048,10.510191563741133,434.7001172280268,高风险,298.12056483372294,571.2796696223306,136.57955239430382
2,1,0,4.049,58,28,217060,234631,-1,22084,未知,Call,-79140,625.46,Appliances,0,C,Unknown,0.0,0.924424908,0.0,0.958155497,45.99,373.56149511577894,0,0,2,3,0,0.926470117993157,2,231.2032466063349,203.0566087613293,1.4771202197766977,合理诉求,1,61.17359994594652,28.953823454307503,61.99389742997366,123.87799564270152,251.8985048842211,中高风险,115.31895248991728,388.47805727852494,136.57955239430382
3,0,0,190.28,172,55,183889,52015,-1,428,Damage,Call,611065,771.84,Electronic Product,0,Staff,Consigner,97.4798781,0.931065168,65.94672302,0.999081214,430.39,444.58456146887784,1,0,6,0,6,0.4423844320066335,2,378.5232175925926,361.1513907284768,1.3543859728822936,合理诉求,0,35.25955854137221,109.1180796907373,84.40978101154276,12.507146231711769,327.2554385311222,中高风险,190.6758861368184,463.8349909254261,136.57955239430382
