线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded
2,1,0,16.998,290,100,175610,221099,-1,91006,Suspected Lost,Vendor Consultation,-78874,1041.3,Miscellaneous Goods,0,C,Receiver,0.014985841,0.996882332,51.91147954,0.991883431,348.13,693.17,6,6,14,1,0,1.9911240053430865,2,240.5930162412993,364.60314814814814
2,0,0,0.0,1,22,210232,373853,-1,427852,未知,Vendor Consultation,502845,351.03,Miscellaneous Goods,0,C,Consigner,6.938864514,0.96965786,104.949325,0.999364011,77.36,273.66999999999996,0,6,14,0,5,3.537616338736089,2,269.19758314855875,420.1927850877193
2,1,0,18.292,126,249,227346,352359,-1,36557,Pickup Error,Internal Software,510929667,3677.72,Miscellaneous Goods,0,B,Consigner,128.0157843,0.991210182,18.80966007,0.90608903,461.21,3216.5099999999998,4,2,14,0,6,6.97406821172624,2,363.83571111111115,304.01948430493275
2,0,0,555.36,96,164,198904,236538,-1,427830,Damage,Call,206533,240.54,Electronic Product,-1,B,Consigner,10.66214949,0.99608987,59.6873463,0.987658104,187.28,53.25999999999999,1,0,6,0,4,0.28438701408135475,2,253.6208830022075,367.7097959183673
5,0,0,98.707,2,271,187716,328770,-1,-29116,Damage,Call,16590,787.81,Jewelry,0,B,Unknown,24.52773454,0.999383486,119.5043389,0.972363786,392.12,395.68999999999994,1,0,12,3,2,1.0091043557837114,2,320.4258389261745,423.8379372197309
2,0,0,10.881,187,243,15877,401193,-1,427837,未知,Vendor Consultation,321451,1637.46,Dried Groceries,0,B,Receiver,37.9035418,0.974125223,29.21536616,0.991960842,458.91,1178.55,0,6,5,1,5,2.5681506177122277,2,327.74744874715265,308.9088340807175
2,0,0,266.444,11,89,183889,238008,-1,427860,Suspected Lost,Internal Software,410377,1398.01,Furniture,0,Not Known,Unknown,37.67421406,0.992654827,62.60420162,0.989721983,910.78,487.23,6,2,8,3,5,0.5349590460864868,2,328.3355605381166,367.7097959183673
2,0,0,39.652,199,200,50332,218586,-1,427805,未知,Call,20611,1485.0,Dried Groceries,0,Staff,Consigner,78.94973894,0.992343332,83.64574056,0.994114366,322.03,1162.97,0,0,5,0,2,3.6113716112284147,2,327.91839912280705,353.96815909090907
2,1,0,0.0,256,55,225809,229073,-1,427804,未知,Vendor Consultation,469612,229.53,Miscellaneous Goods,-1,Not Known,Receiver,0.216650488,0.934702979,0.0,0.907918291,24.62,204.91,0,6,14,1,5,8.322908201331067,2,245.51171296296295,201.40018504811252
2,0,0,62.891,100,99,132021,79712,-1,105747,Damage,Call,612033,904.06,Fresh,-1,B,Consigner,12.37428692,0.978910306,69.9214261,0.973032587,655.28,248.77999999999997,1,0,7,0,6,0.37965449883439667,1,272.02233409610983,353.96815909090907
2,0,0,362.044,179,1,221409,174458,-1,427857,Pickup Error,Call,895560,943.9,Miscellaneous Goods,-1,B,Consigner,60.85397375,0.990974173,10.25894519,0.992250891,220.12,723.78,4,0,14,0,6,3.288115573174263,2,314.9283900226758,271.43254988913526
2,1,0,82.276,25,1,198779,82841,-1,427461,未知,Call,2250227,1142.37,Miscellaneous Goods,-1,C,Receiver,6.967469287,0.983010871,0.0,0.950931303,426.27,716.0999999999999,0,0,14,1,6,1.679921176679571,2,261.34627232142856,202.15432713754646
2,0,0,70.673,100,187,216893,330674,-1,70344,Suspected Lost,Call,-32249,614.43,Hardware,0,B,Receiver,47.82398444,0.981189964,0.0,0.962023447,385.97,228.45999999999992,6,0,9,1,0,0.591911288426771,2,335.2251025056948,205.40083146067414
2,0,0,96.776,2,32,164488,382326,-1,427769,Pickup Error,Internal Software,-77209,904.11,Miscellaneous Goods,0,B,Consigner,0.538438968,0.952401112,46.51034595,0.941675771,636.8,267.31000000000006,4,2,14,0,0,0.41977072863662435,2,247.54199999999997,364.60314814814814
3,0,0,660.011,136,220,86334,221764,-1,427781,未知,Call,55903,457.28,Miscellaneous Goods,0,C,Receiver,78.63253562,0.995949591,55.40643125,0.858939013,391.11,66.16999999999996,0,0,14,1,2,0.1691851397261847,2,338.9803393665158,361.15139072847677
2,0,0,9.083,319,55,227280,429223,-1,-194616,未知,Internal Software,-19418,137.48,Dried Groceries,-1,B,Consigner,17.20583513,0.993949536,1.60730923,0.957093152,28.21,109.26999999999998,0,2,5,0,0,3.8734491301405702,2,263.0759360730593,245.60125827814568
2,0,0,268.79,42,202,55466,347600,-1,-104291,未知,Internal Software,411812,265.39,Dried Groceries,0,Not Known,Consigner,0.0,0.944339796,0.108682901,0.914190188,175.87,89.51999999999998,0,2,5,0,5,0.5090123386302943,2,234.50764254385965,202.15432713754646
2,0,0,620.919,132,13,204915,343921,-1,427811,未知,Call,2691118,1621.64,Miscellaneous Goods,1,Not Known,Consigner,62.72200356,0.945044303,81.49838464,0.996383316,457.75,1163.89,0,0,14,0,6,2.542632441233367,2,312.5505,346.0820316027088
2,1,0,39.304,25,190,181294,120678,-1,73153,未知,Internal Software,-69823,366.25,Beauty & Daily Essentials,0,B,Staff,2.024207076,0.995554229,7.949943936,0.964633727,245.54,120.71000000000001,0,2,3,2,0,0.49161032823606704,2,254.24613122171945,270.95794520547946
2,0,0,0.0,145,151,210232,380807,-1,136777,未知,Call,1128266,1562.86,Hardware,-1,B,Receiver,23.89324591,0.992692823,38.75744754,0.926338078,404.39,1158.4699999999998,0,0,9,1,6,2.864734538369773,2,320.29383219954644,325.4023214285714
2,0,0,8.837,193,124,212575,359800,-1,-105552,未知,Mini Program,19523,118.1,Miscellaneous Goods,0,C,Receiver,4.164767374,0.644093105,0.706273787,0.972285277,62.01,56.089999999999996,0,4,14,1,2,0.9045315270271679,2,264.9222453703704,250.28380733944957
1,0,0,0.0,115,0,181294,127777,-1,427853,Damage,Call,167559,1688.64,Furniture,0,C,Receiver,6.167923337,0.947715059,1.472305042,0.892172071,605.74,1082.9,1,0,8,1,3,1.7877307095158363,2,259.8581473214286,259.16695852534565
2,1,0,3.779,25,179,86132,358539,-1,427778,未知,Call,1967120,178.21,Furniture,-1,Not Known,Consigner,18.35383627,0.989401917,34.95188818,0.965380533,51.97,126.24000000000001,0,0,8,0,6,2.4290937074410057,2,261.6036363636364,326.47143167028196
2,0,0,2512.045,136,180,115618,181599,-1,-67763,Damage,Call,527732,893.63,Miscellaneous Goods,0,C,Consigner,160.3655114,0.999800216,71.00317999,0.949746486,693.68,199.95000000000005,1,0,14,0,5,0.2882453004225545,2,369.7758093126386,372.08395089285716
2,1,0,141.742,222,178,207377,368197,-1,-118450,未知,Call,135223,642.29,Hardware,-1,C,Consigner,11.36208476,0.997136895,5.060718706,0.989489342,257.84,384.45,0,0,9,0,3,1.4910409555735713,2,282.6665707964602,276.13313465783665
2,0,0,126.723,246,153,199576,250289,-1,-66122,未知,Call,-37940,725.77,Fresh,-1,B,Consigner,2.463796648,0.929568128,57.90300514,0.929176076,405.4,320.37,0,0,7,0,0,0.7902565367343302,1,251.87966139954852,353.6351434878587
2,0,1,8.395,32,90,227346,208199,-1,427851,Damage,Call,1725681,1500.54,Miscellaneous Goods,0,B,Consigner,86.19906744,0.994846693,8.41601728,0.942470382,667.16,833.38,1,0,14,0,6,1.249145632213425,2,372.19349344978167,266.1820787746171
2,0,0,462.164,157,2,97360,440987,-1,427840,Suspected Lost,Mini Program,657526,869.62,"Apparel, Footwear & Accessories",-1,C,Consigner,31.14888581,0.980136952,8.621016276,0.99619683,177.66,691.96,6,4,1,0,6,3.8948553414446216,2,324.0455333333333,271.43254988913526
2,0,0,8.934,97,102,18346,339047,-1,-124467,Pickup Error,Call,78600,278.17,Hardware,0,Not Known,Receiver,7.111042304,0.998662652,13.04749385,0.993427334,123.02,155.15000000000003,4,0,9,1,2,1.2611770442805095,2,261.34627232142856,286.16632158590306
2,0,0,0.546,25,185,70182,252036,-1,427807,Pickup Error,Call,-1242,626.39,Miscellaneous Goods,0,C,Receiver,30.71584571,0.993332487,14.19061544,0.966971204,291.28,335.11,4,0,14,1,0,1.1504737709025519,2,324.8530396475771,287.33791383219955
2,1,0,12.167,3,115,18279,147357,-1,-9258,未知,Call,-19207,1691.1,Furniture,1,C,Consigner,4.14871536,0.96337878,7.464862897,0.982258213,1585.98,105.11999999999989,0,0,8,0,0,0.066280785381491,2,264.9222453703704,275.80718681318683
2,1,0,268.04,270,7,208295,287528,-1,427650,Pickup Error,Call,354036,450.12,Furniture,-1,Not Known,Consigner,3.916830246,0.988872207,55.58645698,0.999801234,166.17,283.95000000000005,4,0,8,0,5,1.708792200655426,2,264.9222453703704,361.15139072847677
2,0,0,79.973,13,3,136605,60657,-1,427764,Pickup Error,Vendor Consultation,21636,1113.44,Home Improvement and Building Material,0,B,Consigner,9.923323361,0.988835597,24.6176747,0.987441947,683.62,429.82000000000005,4,6,10,0,2,0.6287411134749021,2,253.6208830022075,317.04852422907487
2,0,0,145.422,55,13,191882,287656,-1,-23849,未知,Call,1402922,1166.23,Documents & Bills,0,Not Known,Consigner,5.953903492,0.999725435,1.506447918,0.944978122,200.36,965.87,0,0,4,0,6,4.820672788739235,2,272.36691144708425,250.28380733944957
2,0,0,169.26,178,1,190112,78082,-1,-139131,未知,Call,303876,773.6,Home Improvement and Building Material,0,B,Unknown,52.92272073,0.79480981,6.778216312,0.955957468,352.13,421.47,0,0,10,3,5,1.1969159117031518,2,313.9089870689655,275.80718681318683
2,1,0,20.262,238,0,161906,380065,-1,427782,Damage,Call,186927,187.06,Home Improvement and Building Material,1,C,Receiver,12.96761534,0.99113115,5.215443074,0.955476793,34.51,152.55,1,0,10,1,4,4.420457837026817,2,275.0112253829322,255.7687414187643
1,0,0,1847.109,180,62,114566,363061,-1,134132,Damage,Call,925885,1925.79,Dried Groceries,-1,B,Consigner,65.65880677,0.986868639,132.1950446,0.992617738,520.39,1405.4,1,0,5,0,6,2.700666807534721,2,338.9803393665158,420.1927850877193
2,0,0,592.631,0,106,215399,406034,-1,40735,Pickup Error,Call,118322,606.87,Appliances,0,B,Consigner,12.49323192,0.948249324,39.24830897,0.976853825,469.99,136.88,4,0,2,0,3,0.2912402391478278,2,272.02233409610983,321.7201149425287
2,0,0,56.462,178,215,118558,27854,-1,427854,未知,Call,1546843,586.58,Miscellaneous Goods,0,Not Known,Consigner,0.601615079,0.966518283,0.337597412,0.991982514,399.19,187.39000000000004,0,0,14,0,6,0.46942558680153756,2,245.51675496688742,203.0566087613293
2,0,0,15.915,13,319,38496,300000,-1,300803,Damage,Call,227940734,1739.72,Household Goods,-1,B,Consigner,47.3488687,0.995446724,32.3185185,0.984069201,181.91,1557.81,1,0,11,0,6,8.563630366194072,2,337.5425900900901,329.1931956521739
1,0,0,8.988,1,243,4061,89437,-1,427843,未知,Call,424095,270.33,Appliances,-1,B,Receiver,98.74516977,0.974454497,33.80058704,0.999763347,118.15,152.17999999999998,0,0,2,1,5,1.2880236985790923,2,361.5607954545454,328.78531963470317
5,0,0,803.545,4,185,3944,394860,-1,427799,Suspected Lost,Vendor Consultation,-68642,2281.46,Electronic Product,-1,C,Receiver,0.0,0.974761221,64.45002853,0.963291959,879.94,1401.52,6,6,6,1,0,1.5927449598655277,2,231.20324660633486,369.6626315789474
2,0,0,1.22,42,164,212346,71892,-1,427856,Damage,Call,40988,104.35,"Apparel, Footwear & Accessories",-1,C,Receiver,8.206618878,0.997849634,5.399398637,0.998774336,10.76,93.58999999999999,1,0,1,1,2,8.697955382250969,2,261.34627232142856,261.2737831858407
2,0,0,29.498,268,222,147417,216757,-1,427851,未知,Call,94044,748.49,Miscellaneous Goods,0,Not Known,Consigner,1.634383018,0.991828456,0.0,0.990191964,360.56,387.93,0,0,14,0,3,1.0759096959985603,2,258.0287111111111,203.0566087613293
2,0,0,145.662,107,96,194437,824,-1,427859,未知,Call,-72897,160.51,Household Goods,0,C,Consigner,1.61096235,0.978921079,0.0,0.99381979,102.31,58.19999999999999,0,0,11,0,0,0.5688593489816381,2,258.57897379912663,210.74114498141265
2,0,0,11.329,55,3,124833,122827,-1,427843,未知,Call,233224,2082.67,Dried Groceries,0,B,Receiver,3.082696697,0.993508252,16.54294036,0.9962803,674.24,1408.43,0,0,5,1,4,2.088914926404709,2,269.58882483370286,287.43478651685393
2,0,0,344.136,222,155,201954,139623,-1,427784,未知,Call,2843671,2055.77,Dried Groceries,-1,B,Unknown,63.85255407,0.993267376,28.27013989,0.966817136,1050.26,1005.51,0,0,5,3,6,0.9573915030472704,2,327.91839912280705,311.71078124999997
2,0,0,22.757,109,134,198173,49352,-1,427863,未知,Complaint,-43763,523.82,Miscellaneous Goods,0,B,Receiver,1.768777328,0.949120783,4.675043626,0.8666129,390.44,133.38000000000005,0,1,14,1,0,0.34161458866044436,2,258.57897379912663,255.7687414187643
2,0,0,239.574,110,164,227346,300000,-1,427864,Damage,Vendor Consultation,441601747,4602.56,Furniture,-1,C,Receiver,48.38207703,0.97176975,44.45663025,0.99310269,894.78,3707.7800000000007,1,6,8,1,6,4.143789534811421,2,335.95823798627003,362.3371677559913
5,1,0,10.323,246,90,168393,87859,-1,427771,Suspected Lost,Call,251508,754.92,Electronic Product,-1,C,Consigner,49.94973079,0.969797072,13.76490602,0.998981755,207.48,547.4399999999999,6,0,6,0,4,2.6385193752343103,2,335.2251025056948,275.3200457665904
2,0,0,684.091,198,211,6875,199880,-1,-98559,未知,Call,147537,199.84,Home Improvement and Building Material,-1,C,Consigner,5.77379949,0.98723838,0.145620212,0.933954679,154.21,45.629999999999995,0,0,10,0,3,0.29589520781428597,2,271.04275488069413,203.0566087613293
2,0,1,47.369,178,137,227346,186276,-1,-46743,Pickup Error,Call,518039,925.53,Hardware,0,C,Consigner,25.94665209,0.947894331,10.90562881,0.997667748,709.74,215.78999999999996,4,0,9,0,5,0.30404091638763425,2,307.08357941834447,281.7043973214286
2,0,0,52.528,7,42,183889,381721,-1,427849,未知,Call,18042,478.37,Household Goods,0,B,Consigner,13.90193935,0.984454896,28.76750478,0.980153379,288.84,189.53000000000003,0,0,11,0,2,0.656176429834643,2,285.9059367945824,311.71078124999997
2,1,0,0.0,81,0,156557,36261,-1,58652,未知,Vendor Consultation,-61626,443.68,Appliances,0,C,Receiver,61.63914947,0.999780023,18.62787086,0.957076827,47.66,396.02,0,6,2,1,0,8.30927402259562,2,310.2664301552106,314.3277728285078
1,1,0,58.184,63,151,53458,233504,-1,427864,Suspected Lost,Internal Software,-25418,188.81,Miscellaneous Goods,0,C,Consigner,24.30668681,0.968755454,40.44751267,0.999488055,108.85,79.96000000000001,6,2,14,0,0,0.734588883717539,2,320.4258389261745,319.2254565701559
2,0,0,0.0,146,100,221016,59924,-1,-44561,Suspected Lost,Call,714663,621.39,Hardware,0,Not Known,Receiver,15.34232917,0.983661761,32.65227454,0.877019269,35.94,585.45,6,0,9,1,6,16.289649411160365,2,285.9059367945824,328.78531963470317
2,0,0,42.417,218,343,193886,300000,-1,427863,未知,Call,579299255,1737.58,Miscellaneous Goods,-1,B,Receiver,1.280094525,0.993398147,5.332116701,0.945956828,401.35,1336.23,0,0,14,1,6,3.3293384825382,2,251.87966139954852,261.6746428571429
3,0,0,761.202,254,190,101510,437120,-1,-45482,Damage,Call,183788,164.98,Dried Groceries,0,B,Consigner,12.2548688,0.997923318,58.67008469,0.999358964,81.49,83.49,1,0,5,0,4,1.0245428885722736,2,277.79844097995544,369.6626315789474
2,0,0,6.006,113,93,227346,18358,-1,38514,Pickup Error,Call,18670,270.51,Fresh,-1,B,Receiver,74.21509084,0.998203939,11.7029587,0.884308756,207.55,62.95999999999998,4,0,7,1,2,0.30334859068642006,1,327.91839912280705,268.2698901098901
2,0,0,371.385,278,1,155350,269190,-1,427864,未知,Mini Program,13696,660.55,Jewelry,-1,B,Unknown,52.27991658,0.972880533,57.25526866,0.999708849,372.33,288.21999999999997,0,4,12,3,2,0.7740982461586737,2,307.8155714285714,368.0050669642857
2,0,0,542.407,25,185,42471,300000,1,-172690,Pickup Error,Call,371799480,2137.38,Miscellaneous Goods,0,C,Receiver,59.90740319,0.960678317,51.43124284,0.929892006,238.25,1899.13,4,0,14,1,6,7.971164742582532,2,310.2664301552106,359.5141019955654
2,0,0,73.192,102,132,83786,360863,-1,427665,未知,Call,969799,340.15,Pharmaceuticals,-1,C,Receiver,20.5534803,0.988331302,15.11761862,0.987985124,85.76,254.39,0,0,15,1,6,2.966301305624265,2,263.0759360730593,287.0893805309734
2,0,0,283.264,306,197,18598,361837,-1,427811,未知,Call,2043714,308.19,Household Goods,0,C,Consigner,0.0,0.966639089,14.44162161,0.990463824,40.28,267.90999999999997,0,0,11,0,6,6.65119165674002,2,240.5930162412993,286.8976805251641
2,0,0,19.154,12,9,204568,254335,-1,427857,Pickup Error,Internal Software,823542,1042.66,Miscellaneous Goods,-1,B,Consigner,2.257934219,0.907571803,46.29680468,0.971243036,186.55,856.1100000000001,4,2,14,0,6,4.589171803559948,2,254.24613122171945,364.7963982102908
2,0,0,38.574,1,179,227346,414111,-1,427855,未知,Call,424031,486.49,Miscellaneous Goods,-1,B,Unknown,35.93433551,0.977456596,36.09883006,0.994260091,199.25,287.24,0,0,14,3,5,1.441606022512341,2,318.4882365591398,329.1931956521739
2,1,0,0.0,132,23,19494,225651,-1,427778,未知,Call,680439,156.87,Furniture,0,B,Consigner,8.543226273,0.996565666,5.332100442,0.894313133,98.1,58.77000000000001,0,0,8,0,6,0.5990825687462711,2,250.27369020501138,261.6746428571429
2,1,0,215.98,151,41,227346,87922,-1,427859,未知,Call,166000,456.03,Pharmaceuticals,0,C,Receiver,0.0,0.973916025,37.38861354,0.915442074,294.21,161.82,0,0,15,1,3,0.5500152951786134,2,232.9513195201745,321.7201149425287
2,0,1,18.342,122,11,219051,127007,1,64238,Suspected Lost,Internal Software,-37806,565.91,Hardware,-1,C,Receiver,21.36456997,0.996694309,2.565636003,0.952008755,285.83,280.08,6,2,9,1,0,0.9798831472910512,2,315.07662895927604,249.08704595185995
2,0,0,20.961,143,151,187006,347179,-1,14856,Damage,Call,-54377,806.66,Home Improvement and Building Material,-1,B,Receiver,5.750892421,0.986850699,69.66814136,0.986782695,477.01,329.65,1,0,10,1,0,0.6910756587767326,2,271.04275488069413,346.0820316027088
2,0,0,9.291,188,225,63800,118922,-1,-33839,Pickup Error,Vendor Consultation,108768,117.5,Hardware,0,C,Consigner,145.3571874,0.849326623,33.83004362,0.957802353,14.89,102.61,4,6,9,0,3,6.891202144465277,2,363.83571111111115,323.6829864253394
2,0,0,76.984,4,1,20583,270213,-1,427833,Pickup Error,Internal Software,156079,216.43,Dried Groceries,-1,C,Consigner,6.833857317,0.915051037,0.0,0.918338522,110.92,105.51,4,2,5,0,3,0.9512261088215628,2,261.34627232142856,202.15432713754646
2,0,0,390.609,47,25,60488,299776,1,-22628,未知,Call,326659,184.81,"Apparel, Footwear & Accessories",0,B,Consigner,44.53509632,0.94199591,8.51146966,0.928870244,155.97,28.840000000000003,0,0,1,0,5,0.18490735396647387,2,352.01026666666667,266.1820787746171
2,0,0,323.038,221,25,172183,291738,-1,427864,未知,Internal Software,-82043,1088.37,Dried Groceries,-1,B,Consigner,0.0,0.97765321,0.0,0.926346325,1072.98,15.389999999999873,0,2,5,0,0,0.01434323100137602,2,232.9513195201745,205.40083146067414
3,0,0,454.414,4,101,88891,186599,1,427801,未知,Internal Software,160152,1181.85,Dried Groceries,-1,C,Consigner,5.372057283,0.99059407,4.157551234,0.953161218,713.02,468.8299999999999,0,2,5,0,3,0.6575271380794714,2,271.04275488069413,245.12169230769229
2,0,0,351.422,113,102,183889,9645,-1,21119,未知,Call,1025407,1230.15,Miscellaneous Goods,0,B,Unknown,6.043721042,0.990060512,10.93852694,0.988327296,857.07,373.08000000000004,0,0,14,3,6,0.43529700023994194,2,271.04275488069413,281.7043973214286
2,0,0,172.015,137,152,15032,46436,-1,427862,未知,Call,-64482,929.07,Alcohol,-1,C,Consigner,0.254655438,0.993574834,0.220665912,0.898748515,188.3,740.77,0,0,0,0,0,3.9339883163072757,2,247.54199999999997,210.74114498141265
6,0,0,368.299,25,132,97499,88064,-1,-72019,未知,Vendor Consultation,218999,111.1,Appliances,0,C,Receiver,50.21828693,0.997744744,7.871290749,0.983765804,91.31,19.789999999999992,0,6,2,1,4,0.21673420214470102,2,352.01026666666667,286.6511990950226
2,0,0,67.663,326,344,5550,376466,-1,36200,Damage,Mini Program,-78193,597.53,Hardware,-1,B,Consigner,10.05163961,0.995017431,10.58289312,0.998945124,110.6,486.92999999999995,1,4,9,0,0,4.402622061084754,2,259.5580044345898,269.37060324825984
2,0,0,3.805,260,100,135632,161272,-1,145322,未知,Call,-37956,102.21,Dried Groceries,0,C,Consigner,2.539443779,0.953114651,0.308299227,0.953375449,25.94,76.27,0,0,5,0,0,2.9402467220739212,2,260.9699097065463,201.40018504811252
1,0,0,150.859,100,99,87571,280124,-1,-174540,Damage,Call,798407,305.35,Alcohol,-1,B,Consigner,19.71019289,0.903552852,65.85301566,0.994218548,272.02,33.33000000000004,1,0,0,0,6,0.1225277553076052,2,261.6036363636364,369.6626315789474
2,0,1,402.278,92,11,139296,398416,-1,427862,未知,Call,108591,731.73,Household Goods,0,B,Unknown,8.776531958,0.997925489,0.481705784,0.985291213,143.54,588.19,0,0,11,3,3,4.097742789180874,2,253.6208830022075,201.40018504811252
2,1,0,647.923,3,100,143807,297749,-1,427762,未知,Internal Software,44712,645.49,Miscellaneous Goods,-1,B,Consigner,74.985389,0.997160647,40.95811384,0.992507314,273.37,372.12,0,2,14,0,2,1.3612320297998597,2,342.5651168224299,325.4023214285714
2,1,0,2.156,35,221,184209,300000,-1,427864,Pickup Error,Call,695126576,2028.68,Beauty & Daily Essentials,0,B,Unknown,6.156970638,0.968513431,65.02734121,0.970647134,456.52,1572.16,4,0,3,3,6,3.4437921667518667,2,261.34627232142856,368.0050669642857
5,0,0,0.0,157,13,10167,16471,-1,-140143,未知,Internal Software,145350,347.94,"Apparel, Footwear & Accessories",-1,B,Consigner,40.24392611,0.996673295,0.0,0.896562642,73.94,274.0,0,2,1,0,3,3.7057073297666077,2,318.8163908045977,203.0566087613293
3,0,0,2.723,110,7,59365,152768,-1,427815,未知,Call,202564,1402.59,Dried Groceries,-1,B,Consigner,0.0,0.989225875,0.0,0.991640306,502.96,899.6299999999999,0,0,5,0,4,1.7886710672461292,2,234.50764254385965,202.15432713754646
2,1,0,124.351,219,228,227346,300000,-1,-150024,Pickup Error,Call,281948875,3384.99,Electronic Product,-1,B,Receiver,45.44238009,0.999423157,21.13322312,0.923892179,850.17,2534.8199999999997,4,0,6,1,6,2.9815448674620186,2,337.5425900900901,322.6695936794583
2,0,0,669.068,39,107,21124,218586,-1,427812,Pickup Error,Internal Software,211974,2434.72,Jewelry,-1,C,Consigner,47.18441247,0.987710095,42.80100551,0.935376988,809.47,1625.2499999999998,4,2,12,0,4,2.007795224010676,2,335.95823798627003,323.71263392857145
2,0,1,226.612,99,77,219178,412270,-1,427800,Suspected Lost,Internal Software,974512,1788.31,Dried Groceries,-1,B,Consigner,4.090468995,0.925798166,39.16798568,0.993851032,865.43,922.88,6,2,5,0,6,1.0663831852250745,2,260.07479820627805,323.71263392857145
1,0,0,121.755,165,151,187716,114796,-1,427864,未知,Call,54886,349.88,Miscellaneous Goods,1,Not Known,Consigner,150.834177,0.999554528,13.97202811,0.981066092,349.06,0.8199999999999932,0,0,14,0,2,0.0023491663323683652,2,365.18678651685394,287.43478651685393
2,0,0,0.0,89,178,211167,435023,-1,427857,未知,Call,65354,135.31,Miscellaneous Goods,-1,B,Consigner,0.0,0.944664953,0.165990489,0.907542167,8.07,127.24000000000001,0,0,14,0,2,15.76703839434072,2,240.5930162412993,210.74114498141265
4,0,0,65.982,228,31,209616,161274,-1,427863,未知,Call,1023337,1392.3,Miscellaneous Goods,-1,C,Unknown,39.02852637,0.948190017,21.63737361,0.99979087,595.65,796.65,0,0,14,3,6,1.337446487008521,2,325.8836017897092,327.8663377192982
2,0,0,20.497,87,198,218234,279132,-1,427724,未知,Call,12574,1226.32,Maternity & Baby Products,-1,B,Consigner,1.600662096,0.996629472,43.29078479,0.999489181,341.23,885.0899999999999,0,0,13,0,2,2.5938223484865386,2,251.87966139954852,321.7201149425287
2,1,0,6.188,5,0,35731,235610,-1,44691,未知,Internal Software,-61827,342.68,Household Goods,-1,C,Consigner,0.0,0.99745078,3.480615902,0.999993937,307.34,35.34000000000003,0,2,11,0,0,0.11498665972164433,2,240.5930162412993,242.46427917620136
2,0,0,0.0,98,13,123035,303076,-1,427864,未知,Vendor Consultation,-17425,356.64,Pharmaceuticals,0,C,Receiver,0.0,0.961756828,0.0,0.990461582,91.7,264.94,0,6,15,1,0,2.889203925530076,2,231.20324660633486,203.0566087613293
2,0,0,265.793,247,137,183427,230180,-1,427852,Damage,Mini Program,230526,611.19,Miscellaneous Goods,0,B,Consigner,90.17596502,0.981374519,27.14147756,0.982793808,365.39,245.80000000000007,1,4,14,0,4,0.6727058758949972,2,363.2431111111111,310.9002546296296
2,0,1,9.056,21,134,195656,418188,-1,427735,未知,Internal Software,70705,628.91,Miscellaneous Goods,0,B,Consigner,10.98422272,0.991350774,22.14818032,0.992742392,358.73,270.17999999999995,0,2,14,0,2,0.753156970402443,2,267.9104805491991,332.48595348837205
2,0,0,0.0,134,3,210489,436291,-1,-59285,未知,Call,114339,385.13,Home Improvement and Building Material,0,B,Receiver,3.352161437,0.997542466,0.822271275,0.959139679,190.17,194.96,0,0,10,1,3,1.0251879896395233,2,264.9222453703704,250.28380733944957
2,0,0,12.646,188,211,95209,23348,-1,427846,未知,Internal Software,392497,185.54,Alcohol,1,C,Consigner,0.0,0.95869708,0.709924455,0.941552665,52.53,133.01,0,2,0,0,5,2.532076907951251,2,234.50764254385965,261.6411061946903
2,0,1,0.0,222,0,203501,400521,-1,427864,未知,Call,-77783,902.48,Alcohol,0,C,Unknown,34.32536709,0.965398037,18.10088224,0.995659691,116.29,786.19,0,0,0,3,0,6.760598503159292,2,324.0455333333333,304.4849667405765
2,1,0,933.648,192,43,67489,453555,1,427863,Damage,Call,68883,2406.74,Jewelry,0,C,Consigner,112.579476,0.988441365,9.020280441,0.988908674,683.1,1723.6399999999999,1,0,12,0,2,2.5232616014855322,2,369.7758093126386,280.71926339285716
2,0,0,151.101,14,350,216509,222098,-1,16723,Damage,Internal Software,146997,2559.88,Hardware,-1,C,Consigner,0.0,0.786235892,2.88290542,0.974005809,767.28,1792.6000000000001,1,2,9,0,3,2.336304869117711,2,234.50764254385965,245.60125827814568
2,0,0,54.064,13,0,54552,129051,-1,427834,未知,Call,1383460,327.95,Dried Groceries,0,B,Unknown,6.050134095,0.985059507,60.64100568,0.999540588,304.69,23.25999999999999,0,0,5,3,6,0.07633988643945187,2,260.56041860465115,368.0050669642857
3,0,0,21.134,42,0,216280,184965,-1,427796,Suspected Lost,Call,-71445,164.45,Miscellaneous Goods,0,C,Consigner,106.2942971,0.983109147,14.09561343,0.999841983,159.0,5.449999999999989,6,0,14,0,0,0.03427672955759258,2,361.5607954545454,275.3200457665904
2,0,0,55.609,100,136,14084,300000,-1,427864,Damage,Internal Software,684682700,1659.53,Dried Groceries,0,C,Consigner,58.73416462,0.989647898,0.908969389,0.963681401,187.66,1471.87,1,2,5,0,6,7.843280400306763,2,307.8155714285714,261.6411061946903
