线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
2,1,1,79.973,114,100,22030,411064,-1,427864,未知,Internal Software,721412,1826.15,Miscellaneous Goods,0,C,Consigner,8.730505164,0.998507059,32.29170777,0.88477625,516.79,1309.36,0,2,14,0,6,0.7170057224214877,2,253.31512249443207,326.471431670282,2.528747175495857,合理诉求,0,33.03634095565552,111.92654089931048,4.681102828067684,82.34741608005838,0.07692307692307693,0.19858156028368795,0.0,0.0
2,0,0,403.464,222,151,206847,392937,-1,-121310,未知,Mini Program,-23229,1852.38,Dried Groceries,0,C,Consigner,76.09284443,0.961256633,32.68020826,0.982002198,990.84,861.5400000000001,0,4,5,0,0,0.4650989537783824,2,342.5651168224299,313.47682134570766,0.8686280045168576,合理诉求,0,54.865158098480805,54.57452688627194,0.0,5.958731990928755,0.155,0.13333333333333333,0.0,0.0
2,0,0,15.161,176,47,200080,139164,-1,427843,未知,Call,-25041,189.99,Home Improvement and Building Material,2,C,Consigner,14.16009977,0.958743453,0.0,0.992158891,89.22,100.77,0,0,10,0,0,0.5303963366492973,2,298.27488372093023,203.0566087613293,1.116936377743294,合理诉求,0,11.684551476997289,51.86542853691186,169.33934933734278,5.943755233377432,0.0,0.07142857142857142,0.0,0.0
2,0,0,761.751,25,40,183889,385507,-1,25028,Suspected Lost,Call,-37894,506.96,Hardware,0,B,Consigner,1.991150894,0.895301653,27.30533787,0.992698743,353.64,153.32,6,0,9,0,0,0.3024301720056809,2,254.24613122171945,308.9088340807175,0.4323257387773517,合理诉求,0,88.8393934362411,44.18064644940157,83.73833151451002,0.0,0.21132075471698114,0.21428571428571427,0.2564575645756458,0.0
2,0,0,609.401,146,1,223752,300000,-1,427476,未知,Call,469669367,3552.72,Beauty & Daily Essentials,0,C,Consigner,49.2697147,0.910272575,69.75197298,0.988828035,758.31,2794.41,0,0,3,0,6,0.786555090184422,2,335.2251025056948,353.96815909090907,3.680196494185511,合理诉求,0,60.95701070290977,66.04275944889662,117.30997698165945,146.7646800203207,0.3128834355828221,0.14376996805111822,0.3684210526315789,0.5710560625814863
2,0,0,12.705,110,0,209602,300000,-1,427864,未知,Call,988979619,796.2,Dried Groceries,0,C,Consigner,27.03837351,0.994876657,14.24106075,0.933112146,55.29,740.9100000000001,0,0,5,0,6,0.9305576488319518,2,299.41616438356164,287.43478651685393,13.162373423343402,诉求偏高,1,81.75784706625687,75.01688402479252,61.978036567030166,157.40407217778625,0.22857142857142856,0.15076923076923077,0.5789473684210527,0.5768292682926829
2,0,0,17.476,318,120,15877,289913,-1,-40448,Damage,Internal Software,568860,180.48,"Apparel, Footwear & Accessories",-1,C,Unknown,20.21816809,0.998580682,16.20157732,0.999603904,140.23,40.25,1,2,1,3,5,0.2230164007092198,2,263.94968397291194,286.8976805251641,0.2849961056432769,合理诉求,0,85.7626759743567,18.03817312499473,44.50745760001687,0.0,0.08333333333333333,0.3076923076923077,0.0967741935483871,0.0
2,0,0,1.212,25,77,188562,75748,0,427860,未知,Mini Program,758852,100.99,Miscellaneous Goods,0,B,Consigner,4.739426378,0.981583635,2.961681951,0.872925701,4.81,96.18,0,4,14,0,6,0.9523715219328648,2,278.26538975501114,241.8091169977925,16.554216867469883,严重超额,2,88.8237010925776,81.57590363275413,21.655214537818587,12.154304924769704,0.1843137254901961,0.0,0.0,0.0
2,0,0,915.811,252,211,112629,214869,-1,-73402,Pickup Error,Internal Software,45393,397.24,Electronic Product,1,B,Consigner,21.01727419,0.956539812,7.904011635,0.933011294,68.78,328.46000000000004,4,2,6,0,2,0.8268553015809084,2,313.76289760348584,285.8858536585366,4.70707939237604,合理诉求,0,124.49331469633265,84.86236856237618,0.44309337457054704,10.200760760794232,0.25,0.23529411764705882,0.0,1.0
2,0,0,408.955,198,137,214330,124959,-1,427802,Damage,Call,3577717,629.65,Appliances,0,C,Unknown,17.10227874,0.972025691,0.73377006,0.931299936,228.68,400.97,1,0,2,3,6,0.6368141030731359,2,263.0759360730593,261.6411061946903,1.7457767328456983,合理诉求,0,78.4405491364305,40.54514853954838,89.58864206171137,48.56510819545476,0.23529411764705882,0.10126582278481013,0.0,0.125
2,0,0,112.951,100,211,221049,176297,-1,427860,未知,Call,156755,331.86,Maternity & Baby Products,-1,B,Consigner,55.5404544,0.973295677,31.23116558,0.920400244,36.99,294.87,0,0,13,0,3,0.8885373350207919,2,310.2664301552106,313.47682134570766,7.761779415635694,诉求偏高,1,57.27817095022288,58.22743785946391,5.202934194052192,1.7563542544623452,0.11627906976744186,0.2638888888888889,0.0,0.0
2,0,0,1.553,222,42,63940,137864,-1,427863,未知,Vendor Consultation,374026,174.46,Maternity & Baby Products,1,Not Known,Consigner,88.79041333,0.997387918,20.98009517,0.993139166,20.98,153.48000000000002,0,6,13,0,5,0.8797432076120602,2,378.5232175925926,322.6695936794583,6.982711555959964,诉求偏高,1,61.17001665949835,50.32241667189979,46.634046890927635,62.71897906793313,0.17412935323383086,0.04838709677419355,0.0,0.0
2,0,0,12.938,2,67,204568,378490,-1,-30372,Pickup Error,Internal Software,853093,1132.68,Miscellaneous Goods,-1,C,Receiver,57.55020155,0.992721089,27.29254443,0.995180229,947.51,185.17000000000007,4,2,14,1,6,0.1634795352615037,2,307.8155714285714,308.9088340807175,0.1952219797366396,合理诉求,0,72.04656619263554,5.363336250638061,8.978219889624803,0.0,0.07981220657276995,0.3333333333333333,0.0,0.0
2,0,1,237.766,128,179,193375,300000,1,427752,Pickup Error,Call,491577258,3034.58,Miscellaneous Goods,-1,B,Unknown,115.7500164,0.984813475,74.06048524,0.999853792,432.38,2602.2,4,0,14,3,6,0.8575157023377205,2,374.0520222222222,353.96815909090907,6.004430292122387,诉求偏高,1,63.67643545734037,49.485349035609424,94.62716953430902,146.7646800203207,0.15789473684210525,0.17578125,0.375,0.5710560625814863
2,0,0,9.708,25,344,101269,205419,-1,427810,未知,Call,976043,2443.57,Miscellaneous Goods,1,B,Receiver,9.679866168,0.968679996,7.616408688,0.997914047,804.17,1639.4,0,0,14,1,6,0.6709036368919246,2,259.5580044345898,270.95794520547946,2.036091757020257,合理诉求,0,88.8393934362411,136.13523143740073,8.374314239812358,0.0,0.21132075471698114,0.2857142857142857,0.0,0.0
2,0,0,1754.715,0,190,199261,50377,-1,46937,未知,Call,32802,748.72,Alcohol,-1,B,Consigner,31.6915506,0.99925736,30.67676263,0.996524628,667.13,81.59000000000003,0,0,0,0,2,0.1089726466502832,2,335.8718322295806,313.47682134570766,0.1221169532875339,合理诉求,0,58.89700577372137,32.83427849432027,92.03352932986871,42.821692000048536,0.17434210526315788,0.16153846153846155,0.3142857142857143,0.25
2,0,0,51.37,4,89,58046,349893,-1,-116178,未知,Internal Software,175711,158.69,Hardware,1,B,Consigner,28.30593647,0.984642674,13.27380111,0.999674936,57.54,101.15,0,2,9,0,4,0.6374062637847376,2,310.0700655021834,274.2503090507726,1.7278783737615306,合理诉求,0,61.81682329491841,35.507042473864196,0.0,6.0228726320277755,0.16149068322981366,0.21153846153846154,0.0,0.0
2,0,0,292.279,218,199,183889,300000,-1,427864,Suspected Lost,Call,342181317,1554.57,Miscellaneous Goods,0,B,Consigner,41.16684321,0.99987257,15.92198864,0.998697178,224.89,1329.6799999999998,6,0,14,0,6,0.8553362022938819,2,328.3355605381166,287.43478651685393,5.886404887334543,诉求偏高,1,42.532784571560725,82.30232187313145,86.94142503163961,157.40407217778625,0.4594594594594595,0.35294117647058826,0.2441860465116279,0.5768292682926829
3,1,0,342.457,41,152,205742,396475,-1,427697,Pickup Error,Call,23603,290.38,Home Improvement and Building Material,0,C,Consigner,3.817913741,0.986235604,2.868625127,0.963893279,42.47,247.91,4,0,10,0,2,0.8537433707555617,2,264.9222453703704,242.12484633569736,5.70301357257879,诉求偏高,1,19.729735614665657,64.80066655532329,257.2035004111033,6.857329833085842,0.08333333333333333,0.14583333333333334,0.2222222222222222,0.0
2,0,0,44.588,117,100,186599,151178,-1,-90951,未知,Call,213252,323.2,Household Goods,0,B,Consigner,40.96119335,0.727537853,17.31420149,0.997196008,49.05,274.15,0,0,11,0,4,0.8482363861386139,2,328.3355605381166,314.3277728285078,5.477522477522477,诉求偏高,1,63.02728842938807,106.56566260968133,8.204029827066476,3.655788659378022,0.14457831325301204,0.13385826771653545,0.0,0.0
2,0,0,122.178,199,190,67769,441125,-1,427857,Pickup Error,Call,123535,1320.61,Jewelry,0,C,Consigner,7.418358522,0.955555756,11.57966572,0.987704017,389.73,930.88,4,0,12,0,3,0.7048863782645899,2,259.8581473214286,291.00650234741784,2.382412407544852,合理诉求,0,71.9061415082258,32.83427849432027,79.01514643402366,0.9745852166617045,0.10869565217391304,0.16153846153846155,1.3333333333333333,0.0
2,0,1,350.46,100,106,190165,432804,-1,51675,Pickup Error,Internal Software,89854,212.53,Miscellaneous Goods,-1,B,Consigner,85.55190605,0.996386872,6.052317823,0.923713512,116.46,96.07,4,2,14,0,3,0.4520303016044793,2,378.5232175925926,255.7687414187643,0.8178954537714966,合理诉求,0,67.21440461635073,72.96498775486963,69.8370214694692,53.50868793219987,0.10614525139664804,0.15625,0.05555555555555555,0.5
2,1,0,463.64,225,164,222079,406821,-1,427852,Suspected Lost,Internal Software,-38383,1008.74,Home Improvement and Building Material,0,C,Consigner,10.68909479,0.997369381,44.528042,0.944649466,599.01,409.73,6,2,10,0,0,0.4061799869143684,2,250.27369020501132,357.2380984340045,0.6828719521341311,合理诉求,0,28.3639205035766,43.83705344903035,6.206366830425723,16.58070810963399,0.0,0.1717171717171717,0.0,0.6666666666666666
2,1,1,118.257,151,329,158804,396618,-1,427571,Damage,Call,856791,709.88,Alcohol,0,C,Consigner,71.83436118,0.976821002,34.35639656,0.989580895,38.27,671.61,1,0,0,0,6,0.9460894799120978,2,334.46513157894736,326.471431670282,17.10236822001528,严重超额,2,55.000321274151965,17.51147944052699,15.876341263927262,14.63983110942577,0.08284023668639054,0.25,1.0,0.6666666666666666
2,0,1,105.93,136,190,188562,169255,-1,-122553,Damage,Internal Software,523702,1174.9,Beauty & Daily Essentials,-1,B,Consigner,72.86971064,0.944146931,141.8615799,0.99029559,683.06,491.84000000000015,1,2,3,0,5,0.4186228615201294,2,333.45300000000003,423.8379372197309,0.7190012571996611,合理诉求,0,136.82162871881977,48.69147478790476,26.553753514228582,1.257925720048287,0.2641509433962264,0.1590909090909091,0.4,0.0
2,0,0,123.068,179,4,15877,303873,-1,-75204,未知,Internal Software,-72091,1053.38,Hardware,0,B,Consigner,0.855995672,0.918466359,14.38431762,0.999678385,195.32,858.0600000000002,0,2,9,0,0,0.8145778351592019,2,243.63325991189427,287.0893805309734,4.370721271393644,合理诉求,0,71.57808093546372,81.2740685764068,56.4243024004378,0.0,0.12234042553191489,0.24390243902439024,0.1717171717171717,0.0
2,1,0,5.665,200,3,186724,162525,-1,80588,未知,Call,-75921,260.61,Hardware,0,C,Receiver,11.18350715,0.99999339,9.326592973,0.995984519,226.45,34.160000000000025,0,0,9,1,0,0.1310770883695945,2,275.0112253829322,280.7192633928572,0.1501868542536822,合理诉求,0,35.292557106354714,63.810993939259276,5.574118496242074,123.78929558134897,0.32,0.11702127659574468,0.0,0.25
2,0,1,5.043,178,157,171488,381630,-1,427862,未知,Call,187846,359.13,Alcohol,0,C,Consigner,0.0,0.986120956,6.246962558,0.958332128,265.21,93.92000000000002,0,0,0,0,4,0.2615208977250578,2,240.5930162412993,275.80718681318683,0.3528041771533752,合理诉求,0,59.71452989301516,138.37967708271924,6.96695909700911,9.536892539177085,0.16600790513833993,0.4666666666666667,0.6666666666666666,0.5
2,0,0,106.599,97,136,68396,70044,-1,427863,未知,Call,522556,1126.22,Furniture,0,C,Consigner,86.89647363,0.999331907,145.3621267,0.885104752,281.69,844.53,0,0,8,0,5,0.7498801299923638,2,372.19349344978167,433.8183518930958,2.9874774487955005,合理诉求,0,67.53870319850822,117.72605543403277,61.934898570119884,2.6910984202947947,0.3333333333333333,0.13953488372093023,0.0,0.0
2,0,1,934.535,184,179,190918,288174,-1,139,Damage,Mini Program,147119,970.47,Hardware,-1,Staff,Receiver,37.88887196,0.954228113,24.95927574,0.984961507,619.49,350.98,1,4,9,1,3,0.3616598143167743,2,318.8163908045977,335.7952115812917,0.5656497284404262,合理诉求,0,6.718385569326507,56.47795679896434,0.0,4.271833851824822,0.0,0.17254901960784313,0.0,0.0
2,0,0,13.509,24,118,227346,300000,-1,331897,未知,Call,945055411,960.01,Miscellaneous Goods,-1,C,Consigner,41.1368249,0.999991153,10.16452828,0.991508293,89.55,870.46,0,0,14,0,6,0.906719721669566,2,325.8836017897092,271.43254988913526,9.61303147432358,诉求偏高,1,110.78331477896208,87.17605904958299,72.98319314413496,146.7646800203207,0.38461538461538464,0.08333333333333333,0.2839838492597577,0.5710560625814863
2,0,0,0.0,190,125,27766,166677,-1,427698,未知,Internal Software,-34131,821.88,Miscellaneous Goods,0,B,Consigner,1.060399472,0.995243736,0.0,0.72299842,341.77,480.11,0,2,14,0,0,0.5841607047257508,2,247.542,210.74114498141265,1.400676838696502,合理诉求,0,63.98550750058409,73.66751450015366,50.43822853699715,41.21719152629274,0.16766467065868262,0.1523809523809524,0.16666666666666666,0.0
2,1,0,52.621,64,211,227346,65560,-1,426946,Suspected Lost,Call,-4669,431.26,Miscellaneous Goods,0,C,Staff,1.416106654,0.984864244,0.0,0.994400279,306.22,125.03999999999996,6,0,14,2,0,0.2899411028150071,2,258.0287111111111,203.0566087613293,0.4070047522947723,合理诉求,0,29.264629126232478,78.28607749690528,93.68886143948677,16.51232775096019,0.21428571428571427,0.3013698630136986,0.2676767676767677,0.0
2,0,0,263.494,7,253,152710,344862,-1,-154394,Damage,Call,-79337,313.63,Fresh,0,Not Known,Consigner,35.31625173,0.988680703,50.9129738,0.995898293,185.14,128.49,1,0,7,0,0,0.4096865733507637,1,332.51145833333334,364.7963982102908,0.6902868808423768,合理诉求,0,60.37295539636049,106.3969802432219,3.9431282132824506,1.4589958562204874,0.07462686567164178,0.25862068965517243,0.0,0.0
2,0,0,51.821,15,96,15877,415802,-1,31104,未知,Internal Software,-15560,277.05,Dried Groceries,-1,C,Receiver,2.93063723,0.985989219,2.937616587,0.9743565,153.01,124.04000000000002,0,2,5,1,0,0.4477170185887024,2,262.6598440979956,241.8091169977925,0.8054022466073634,合理诉求,0,80.35899212714475,114.16873400512304,46.970404808825315,6.577222022743854,0.09090909090909091,0.2,0.1827956989247312,0.0
2,0,0,92.489,55,106,149492,239465,-1,427864,Damage,Vendor Consultation,-81406,305.72,Home Improvement and Building Material,-1,C,Receiver,75.12063,0.995363761,0.0,0.901440501,65.62,240.1,1,6,10,1,0,0.78535915216538,2,334.46513157894736,203.0566087613293,3.60402281597118,合理诉求,0,37.55947110365577,58.101370811353846,49.816129850367744,2.404485529345441,0.17117117117117117,0.14285714285714285,0.0,0.0
2,0,0,0.261,98,100,221060,203213,-1,27836,未知,Call,505259,717.02,Miscellaneous Goods,-1,B,Consigner,1.835785012,0.931063327,1.82256533,0.910570712,126.16,590.86,0,0,14,0,5,0.8240495383671307,2,260.9699097065463,237.6909409190372,4.6465869770368045,合理诉求,0,53.41855203788262,106.56566260968133,3.073610373807805,118.5,0.13636363636363635,0.13385826771653545,0.0,0.0
2,0,0,1365.715,244,3,42026,53027,-1,24440,Suspected Lost,Call,61611,1661.1,Hardware,0,B,Consigner,80.27470205,0.999926532,36.52656984,0.924144697,483.5,1177.6,6,0,9,0,2,0.7089278189151766,2,363.2431111111111,323.71263392857145,2.430546955624355,合理诉求,0,89.62518526001436,65.60933582223744,419.03900439503155,0.0,0.12,0.13333333333333333,0.16666666666666666,0.0
2,0,0,124.239,190,106,155010,176303,-1,102962,Damage,Mini Program,5665189,644.44,Dried Groceries,0,B,Receiver,23.94103161,0.999963787,40.23012082,0.997705877,499.05,145.39000000000004,1,4,5,1,6,0.2256067283222643,2,320.29383219954644,325.4023214285714,0.2907509249075093,合理诉求,0,71.76887718166266,65.77555016914785,7.954270861211924,2.1124322122361687,0.14606741573033707,0.13114754098360656,0.0,0.0
2,1,0,10.982,89,11,15877,274694,-1,427841,未知,Call,264392,596.69,Documents & Bills,-1,Staff,Consigner,9.835241922,0.955113007,3.14176608,0.990346225,83.64,513.0500000000001,0,0,4,0,5,0.8598267106872916,2,256.57645454545457,242.46427917620136,6.061554820415879,诉求偏高,1,70.30862042339355,34.47844262814922,44.50745760001687,1.9877515310586176,0.12790697674418605,0.02564102564102564,0.0967741935483871,0.0
2,0,0,6.76,35,55,227346,300000,-1,427862,未知,Vendor Consultation,778088006,2269.23,Miscellaneous Goods,-1,C,Consigner,7.511550215,0.941217622,31.35784186,0.986248173,351.09,1918.14,0,6,14,0,6,0.8452823204346849,2,269.19758314855875,329.1931956521739,5.447868442727712,诉求偏高,1,152.40424014651626,119.73828509963953,93.95808297694902,163.30068855149273,0.47619047619047616,0.15384615384615385,0.2585987261146497,0.5474358974358975
2,0,0,14.193,55,117,193886,82841,-1,427859,Pickup Error,Vendor Consultation,363441,100.43,"Apparel, Footwear & Accessories",-1,C,Receiver,13.29873185,0.952254983,0.952713081,0.969162271,36.51,63.92000000000001,4,6,1,1,5,0.6364632082047198,2,267.9104805491991,261.6411061946903,1.7040789122900564,合理诉求,0,36.0342258072901,89.4469825308666,134.41015991953907,164.1954604597369,0.13559322033898305,0.12857142857142856,0.2857142857142857,0.0
2,0,0,195.85,309,136,227346,300000,-1,427672,Damage,Internal Software,120871603,2309.87,Miscellaneous Goods,0,B,Receiver,0.664865457,0.999924715,29.20882177,0.995648793,411.99,1897.88,1,2,14,1,6,0.8216393130349328,2,243.63325991189427,308.9088340807175,4.595462359863435,合理诉求,0,100.81059606380644,153.9090693587367,90.97331664344252,149.21472677845352,0.3333333333333333,0.14285714285714285,0.2770012706480305,0.5733496332518337
2,1,0,70.511,15,198,218512,10958,-1,427791,未知,Call,481843,452.73,Alcohol,0,C,Receiver,11.7867278,0.998388023,72.5414757,0.999995747,313.64,139.09000000000003,0,0,0,1,5,0.3072250568771674,2,272.02233409610983,353.96815909090907,0.4420607678616833,合理诉求,0,80.35899212714475,79.14337744620414,169.71979060071615,1.823159068937454,0.09090909090909091,0.09375,0.2857142857142857,0.0
2,0,0,492.812,309,0,179332,373033,-1,240265,未知,Call,109076,1634.07,Household Goods,-1,C,Consigner,107.1912816,0.99596459,54.02843405,0.96930389,696.49,937.58,0,0,11,0,3,0.5737697895438997,2,372.19349344978167,359.5141019955654,1.344219988817044,合理诉求,0,152.49320378582973,75.01688402479252,341.54623800461593,45.597662141779786,0.2653061224489796,0.15076923076923077,0.0,1.0
2,0,0,37.595,2,99,130645,258769,-1,-79148,Suspected Lost,Complaint,122033,366.26,Appliances,0,B,Consigner,32.68693765,0.971605289,60.41853171,0.993953424,356.38,9.879999999999995,6,1,2,0,3,0.0269753726860699,2,335.8718322295806,367.7097959183673,0.0276456432928535,合理诉求,0,56.04468495785089,66.22155477551514,42.294637798960565,3.5013379274953262,0.09359605911330049,0.14,0.0,0.0
2,0,0,619.226,42,1,227346,453994,-1,427858,Damage,Call,102421,1925.13,Dried Groceries,-1,C,Consigner,132.1575793,0.992890505,24.6302692,0.987101406,1370.68,554.45,1,0,5,0,3,0.288006524234727,2,365.18678651685394,317.04852422907487,0.4042123527353318,合理诉求,0,96.85583060011575,67.0094520897738,92.9461467051474,132.69717643892997,0.1717171717171717,0.14098360655737704,0.28314028314028317,1.0
2,1,0,66.553,26,117,89839,328909,-1,427862,Damage,Call,-14392,146.44,Documents & Bills,0,Not Known,Consigner,20.50750226,0.980102518,5.201081589,0.999871644,22.38,124.06,1,0,4,0,0,0.8471729035782574,2,263.0759360730593,261.2737831858407,5.306244653550043,诉求偏高,1,122.80078956335335,89.4469825308666,73.45893998063892,53.9868914906728,0.09523809523809523,0.12857142857142856,0.5,0.0
2,0,1,189.092,47,179,111696,278628,-1,427830,未知,Internal Software,11733,108.63,Pharmaceuticals,-1,C,Unknown,89.07167268,0.990821647,57.75226452,0.9496941,44.94,63.69,0,2,15,3,2,0.5863021264843966,2,363.2431111111111,369.6626315789474,1.3863735306922071,合理诉求,0,74.70031926205509,56.47795679896434,17.31732638968033,0.0,0.2692307692307692,0.17254901960784313,0.3333333333333333,0.0
2,0,0,371.824,231,40,200008,118658,-1,427820,Damage,Call,374547,162.73,Pharmaceuticals,0,C,Receiver,26.46954178,0.989933765,14.08691708,0.928297066,149.83,12.899999999999975,1,0,15,1,5,0.0792724144288083,2,307.08357941834447,287.33791383219955,0.0855267519724191,合理诉求,0,171.0175857590032,54.13306713313635,30.010951065609444,111.3616353812835,0.0,0.21428571428571427,0.0,0.3333333333333333
2,0,0,1142.473,309,143,183889,300000,-1,427864,Suspected Lost,Call,61376085,3436.67,Jewelry,0,B,Consigner,103.6972003,0.972314036,47.7269653,0.994736256,670.28,2766.3900000000003,6,0,12,0,6,0.8049623618211816,2,358.28946902654866,364.7963982102908,4.121067214873079,合理诉求,0,100.81059606380644,98.03630792991945,83.73833151451002,149.21472677845352,0.3333333333333333,0.14814814814814814,0.2564575645756458,0.5733496332518337
2,0,0,461.292,302,1,177391,315517,-1,427864,未知,Call,175923,624.78,Alcohol,0,Not Known,Receiver,13.06164175,0.986801518,24.57658532,0.893093914,445.33,179.45,0,0,0,1,4,0.2872211018278434,2,267.9104805491991,332.48595348837205,0.4020567741357291,合理诉求,0,72.65874674642993,69.33956050300672,0.0,0.0,0.043478260869565216,0.16233766233766234,0.0,0.0
2,0,0,272.506,207,6,176433,417035,-1,-179881,Suspected Lost,Call,-30825,713.71,Miscellaneous Goods,0,Not Known,Consigner,35.53117664,0.996633737,59.01746555,0.983702628,274.94,438.77,6,0,14,0,0,0.6147735074470022,2,332.51145833333334,368.0050669642857,1.5900920489961583,合理诉求,0,74.1529936661414,78.45806727491441,181.90733037581083,36.598809783210626,0.4594594594594595,0.08888888888888889,0.125,0.0
2,0,0,15.113,113,164,958,280103,-1,427822,Damage,,29591,144.99,Miscellaneous Goods,0,B,Consigner,0.0,0.980989495,0.0,0.993484572,75.18,69.81,1,5,14,0,2,0.4814814814814814,2,231.2032466063349,203.0566087613293,0.9163822525597268,合理诉求,0,39.9692054351992,55.95470665307754,4.667841920871176,4.780013547435949,0.05555555555555555,0.1702127659574468,0.0,0.0
2,0,0,263.778,151,98,193650,440284,-1,427860,未知,Call,-2313,175.29,Miscellaneous Goods,0,B,Consigner,23.32591741,0.996318905,201.3853188,0.99420861,96.29,78.99999999999999,0,0,14,0,0,0.4506817274231273,2,313.76289760348584,413.0610297482838,0.8120053448453076,合理诉求,0,52.901823708719064,78.85537141407518,48.102274959893755,4.375943204196325,0.1242603550295858,0.05357142857142857,0.25,0.0
2,0,0,1037.212,43,299,143807,161283,-1,-34492,Damage,Call,225625,233.63,Fresh,-1,Not Known,Consigner,46.91817465,0.899288892,118.5072397,0.97200406,112.6,121.03,1,0,7,0,4,0.5180413474296965,1,352.01026666666667,433.8183518930958,1.0654049295774648,合理诉求,0,71.58077320943575,132.21543972380903,0.0,296.16,0.075,0.1875,0.0,0.0
2,0,1,39.689,289,134,187549,181986,-1,427864,Suspected Lost,Call,176149,169.24,Alcohol,1,B,Staff,28.82294635,0.990540576,7.410541064,0.973351218,55.58,113.66,6,0,0,2,4,0.6715906405105175,2,305.00610738255034,270.95794520547946,2.008837044892188,合理诉求,0,31.65119258165926,46.10167247042128,90.10434362068031,360.4789552031577,0.16666666666666666,0.08695652173913043,0.0,0.0
1,0,0,75.811,3,6,21593,391403,-1,-50782,Damage,Internal Software,-32795,127.88,Documents & Bills,-1,B,Consigner,42.90714451,0.967845886,34.38975535,0.974817165,35.78,92.1,1,2,4,0,0,0.7202064435408195,2,335.2251025056948,328.7853196347032,2.5040783034257745,合理诉求,0,37.478550558817616,68.18695419088915,204.34484310936494,5.785131699161604,0.14093959731543623,0.1875,0.0,0.0
2,0,0,182.88,110,137,93617,376884,-1,427615,未知,Call,650493,809.76,Beauty & Daily Essentials,0,B,Receiver,171.6091248,0.971597201,62.28502103,0.958225749,249.35,560.41,0,0,3,1,6,0.6920692550879273,2,374.0520222222222,353.6351434878587,2.238506091471939,合理诉求,0,94.83672884703637,43.390302022137284,0.0,7.451641439385956,0.19718309859154928,0.15384615384615385,0.0,0.0
2,0,0,152.693,247,13,182233,366278,-1,427859,Pickup Error,Mini Program,-79318,525.38,Furniture,0,B,Consigner,33.86729679,0.999447883,6.077740582,0.990016458,354.55,170.82999999999998,4,4,8,0,0,0.3251551258136967,2,324.8530396475771,260.77156950672645,0.4804668822950358,合理诉求,0,23.401081756148688,55.313280906294644,1.50829124391007,19.95469922252234,0.058823529411764705,0.1282051282051282,0.0,0.0
2,0,0,279.479,100,154,173331,385097,-1,427796,Pickup Error,Internal Software,-78138,100.04,Miscellaneous Goods,-1,B,Consigner,0.0,0.998331828,3.048861186,0.778930288,4.34,95.7,4,2,14,0,0,0.9566173530587764,2,232.9513195201745,241.8091169977925,17.921348314606742,严重超额,2,59.55086694734892,75.03564981298507,52.53591954022988,1.004306029865831,0.11891891891891893,0.3333333333333333,0.0,0.0
2,0,0,867.552,298,41,129386,263311,-1,427851,未知,Call,-35442,1275.92,Miscellaneous Goods,0,B,Unknown,17.24683069,0.950848759,125.1492921,0.993144616,626.51,649.4100000000001,0,0,14,3,0,0.5089739168599913,2,255.6809150326797,433.8183518930958,1.03489984223359,合理诉求,0,41.70518404225884,13.251155129314414,4.195558457800922,14.161894122055676,0.16666666666666666,0.0,0.0,0.0
2,0,0,7.264,4,158,89839,52409,1,427864,Damage,Call,133736,352.69,Miscellaneous Goods,-1,C,Consigner,28.45471097,0.971780252,70.79086667,0.997341289,40.03,312.66,1,0,14,0,3,0.886500893135615,2,307.08357941834447,346.0820316027088,7.620277845478919,诉求偏高,1,57.1390762838465,97.38342677176011,53.203889686616435,274.50218558255483,0.18181818181818182,0.13636363636363635,0.5,0.3333333333333333
2,0,0,154.964,270,132,226558,100825,1,427814,未知,Internal Software,-77192,2033.55,Dried Groceries,-1,B,Consigner,14.11330684,0.996812135,115.8232753,0.96329823,560.99,1472.56,0,2,5,0,0,0.7241326743871555,2,298.27488372093023,434.3305803571429,2.6202601469777043,合理诉求,0,27.545382516002526,46.39146460546979,100.67905318017647,0.0,0.0,0.14465408805031446,0.16666666666666666,0.0
3,1,0,2.543,5,178,227346,442097,-1,130881,未知,Call,481779,686.04,Beauty & Daily Essentials,0,B,Receiver,34.40132996,0.84932055,16.61538644,0.975433666,93.75,592.29,0,0,3,1,5,0.8633461605737275,2,324.0455333333333,275.3200457665904,6.25108179419525,诉求偏高,1,54.82313123374001,73.34191344919356,72.98319314413496,0.0,0.0851063829787234,0.20649651972157773,0.2839838492597577,0.0
