运单号,线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点发单量,始发网点万单理赔率,始发网点赔付比例,目的网点发单量,目的网点万单理赔率,目的网点赔付比例,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,是否生鲜商品,生鲜妥投组合类别_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
2056,2,0,1,23.043,253,146,53990,76496,-1,427864,未知,Call,174257,324.55,Miscellaneous Goods,0,Not Known,Receiver,402802,4.87306,0.996789,339671,2.224558,0.944229,0,0,14,1,4,0,2,63.03159537877947,100.44850004559429,0.8005113232693575,0.0,0.1228070175438596,0.1071428571428571,0.0,0.0
2057,2,1,0,0.0,2,179,216214,419775,-1,427864,Damage,Call,-65906,1499.42,Miscellaneous Goods,-1,B,Unknown,464413,1.404817,0.996377,854804,0.201575,0.972575,1,0,14,3,0,0,2,56.04468495785089,49.485349035609424,1.4126038189768513,2.036052103570177,0.0935960591133004,0.17578125,0.5,1.0
2058,2,1,0,1294.072,93,100,19352,126637,-1,427857,未知,Complaint,2224,2533.88,Appliances,0,B,Consigner,287028,5.656709,0.926808,361981,3.233209,0.964625,0,1,2,0,2,0,2,66.74115822236953,111.92654089931048,0.0,,0.1304347826086956,0.1985815602836879,0.0,
2059,2,0,0,12.553,151,111,202922,285755,-1,427544,未知,Call,-80791,510.07,Alcohol,0,C,Receiver,191184,0.0,0.970337,510234,7.426617,0.974269,0,0,0,1,0,0,2,55.000321274151965,56.45734597268032,69.80277777777778,0.0,0.0828402366863905,0.0666666666666666,0.0,0.0
2060,2,0,0,491.823,64,100,221276,233862,-1,127918,未知,Internal Software,-82039,1097.55,Home Improvement and Building Material,-1,B,Receiver,678343,8.738091,0.886183,950701,0.0,0.988742,0,2,10,1,0,0,2,29.26462912623248,111.92654089931048,0.0,3.446014004894444,0.2142857142857142,0.1985815602836879,0.0,0.0
2061,2,1,0,0.0,127,178,224826,31795,-1,427836,Damage,Internal Software,570772,102.83,Home Improvement and Building Material,-1,B,Consigner,984461,18.9907,0.985129,367622,0.0,0.946847,1,2,10,0,5,0,2,59.84735359218162,75.72709977879157,52.8716761853076,1.3815117253514264,0.1397849462365591,0.2073170731707317,0.0909090909090909,0.0
2062,2,0,0,134.715,129,260,211472,302774,-1,-167479,Damage,Internal Software,178226,102.26,Pharmaceuticals,0,B,Consigner,28219,0.0,0.980167,161922,15.82381,0.971664,1,2,15,0,4,0,2,111.99462456548208,,,,0.53125,,,
2063,3,0,0,878.467,102,344,123184,418318,-1,427642,未知,Call,356278,531.04,Miscellaneous Goods,0,B,Consigner,122254,203.2443,0.941787,1944,85.70046,0.9921,0,0,14,0,5,0,2,84.99396693620673,39.2423650364136,2.7925427363154447,0.4865312925260531,0.1518987341772152,0.32,0.0,0.0
2064,6,0,0,235.196,2,152,192090,379006,-1,427639,Damage,Call,-75574,823.92,Miscellaneous Goods,0,B,Consigner,284526,16.81452,0.987301,77769,25.77317,0.941984,1,0,14,0,0,0,2,56.04468495785089,64.80066655532329,0.0,8.093558398903538,0.0935960591133004,0.1458333333333333,0.0,0.0
2065,2,0,0,73.55,2,131,209573,298826,-1,427688,未知,Internal Software,-62251,562.16,"Apparel, Footwear & Accessories",0,B,Consigner,247030,22.59627,0.959388,9828,62.45709,0.997467,0,2,1,0,0,0,2,56.04468495785089,28.874682913956747,127.66828777003587,53.501736071105256,0.0935960591133004,0.1176470588235294,0.0,0.5
2066,2,0,0,176.61,246,187,215795,292110,-1,427863,Damage,Call,392524,445.16,Alcohol,-1,C,Receiver,26306,53.29359,0.997718,352677,41.56062,0.993747,1,0,0,1,5,0,2,87.28839398654806,71.38613126413931,12.710742086325316,16.642056178527813,0.1666666666666666,0.1777777777777777,0.6666666666666666,0.0
2067,2,0,1,168.28,4,3,179687,224794,-1,427752,Pickup Error,Call,251873,444.08,Dried Groceries,0,Not Known,Consigner,374571,17.24276,0.948532,185227,75.53762,0.999091,3,0,5,0,4,0,2,60.02737754693536,63.81099393925928,25.049158444155267,3.42785031341171,0.1592356687898089,0.1170212765957446,0.0,0.0
2068,2,0,0,257.458,151,57,224840,157312,-1,-108879,未知,Call,-53952,604.94,Miscellaneous Goods,-1,B,Consigner,1442947,46.69619,0.998439,295078,0.500484,0.973366,0,0,14,0,0,0,2,55.000321274151965,23.13001228133217,65.31524207556211,,0.0828402366863905,0.75,0.4782608695652174,
2069,2,1,0,375.073,0,232,176207,312714,-1,427841,Damage,Vendor Consultation,669122,227.99,"Apparel, Footwear & Accessories",0,Not Known,Receiver,329889,22.72631,0.969729,7809,74.88057,0.983493,1,6,1,1,6,0,2,57.22795965470159,104.02098248075887,149.12119696811624,3.4627864623125846,0.1678082191780822,0.2,0.0,0.0
2070,2,1,0,137.864,151,1,988,184981,-1,427812,Pickup Error,Call,80596,131.94,Appliances,-1,B,Consigner,30859,0.0,0.995517,568442,0.416623,0.960194,3,0,2,0,2,0,2,55.000321274151965,69.89628878079544,0.0,0.0,0.0828402366863905,0.12,0.0,0.0
2071,5,1,0,1542.756,38,303,143819,292110,-1,427728,Damage,Internal Software,136843,1635.51,Maternity & Baby Products,-1,B,Unknown,1857,47.54951,0.996073,12079,126.4707,0.994008,1,2,13,3,3,0,2,83.3897689719621,22.23437915717134,1.8406043032088288,16.642056178527813,0.3442622950819672,0.0666666666666666,0.0,0.0
2072,2,0,0,85.292,265,2,102653,129134,-1,427864,Pickup Error,Mini Program,217498,623.32,Furniture,-1,B,Consigner,1261006,76.60736,0.974625,81881,24.98138,0.977241,3,4,8,0,4,0,2,13.44738744150344,93.3192184944359,33.580370965449504,4.499370241811894,0.0,0.1111111111111111,0.6666666666666666,0.0
2073,2,0,0,1008.909,2,136,181286,66968,-1,148754,Damage,Call,91561,1688.41,Hardware,-1,C,Consigner,122823,14.72007,0.999474,78270,31.49245,0.846087,1,0,9,0,3,0,2,56.04468495785089,153.9090693587367,6.6965473813784415,621.9853709508882,0.0935960591133004,0.1428571428571428,0.3333333333333333,0.0
2074,2,1,1,472.172,4,344,105052,373296,-1,427861,未知,Internal Software,104992,1291.33,Miscellaneous Goods,-1,B,Consigner,177976,0.0,0.984078,33807,4.412082,0.98858,0,2,14,0,3,0,2,60.02737754693536,39.2423650364136,11.750769042720066,0.0,0.1592356687898089,0.32,0.0,0.0
2075,2,1,0,0.0,14,4,143044,12038,-1,427725,未知,Vendor Consultation,168743,543.66,Electronic Product,0,Not Known,Consigner,208796,2.633118,0.993591,249107,21.04995,0.98227,0,6,6,0,3,0,2,46.7451960537384,81.2740685764068,45.16510751774207,0.0,0.0555555555555555,0.2439024390243902,0.1111111111111111,0.0
2076,2,1,0,0.0,178,103,151055,347071,-1,-121708,未知,Call,42765,409.32,Miscellaneous Goods,-1,B,Consigner,939547,5.90304,0.757548,271079,3.361421,0.996883,0,0,14,0,2,0,2,59.71452989301516,65.94505261935754,0.0,5.526199080518317,0.1660079051383399,0.1111111111111111,0.0,0.0
2077,2,1,0,47.785,9,106,227346,300000,-1,5151,未知,Call,189000000,1580.97,Jewelry,0,Not Known,Receiver,221812,2.116627,0.993493,198000000,9.533105,0.989539,0,0,12,1,6,0,2,183.019796897258,49.82089121674756,93.95808297694902,163.30068855149273,0.2580645161290322,0.1538461538461538,0.2585987261146497,0.5474358974358975
2078,2,0,0,12.367,151,188,148748,332143,-1,427794,未知,Complaint,-71570,370.23,Household Goods,0,B,Consigner,144677,0.209745,0.920887,98126,13.23758,0.999614,0,1,11,0,0,0,2,55.000321274151965,81.19796947313277,12.895938651217667,41.945941413755286,0.0828402366863905,0.1052631578947368,0.0,0.5
2079,1,0,0,1.997,190,96,113733,29315,-1,427762,未知,Call,1076834,626.18,Electronic Product,0,B,Consigner,757081,8.907099,0.978007,1223252,35.42364,0.999409,0,0,6,0,6,0,2,73.48402451815683,114.16873400512304,0.0,,0.1560693641618497,0.2,0.0,
2080,2,0,0,286.19,163,243,210232,244613,-1,427836,未知,Internal Software,-36318,187.62,Miscellaneous Goods,0,B,Consigner,852794,119.5268,0.909219,438913,41.10249,0.990888,0,2,14,0,0,0,2,18.32935505173457,61.478185686911466,139.9140213055044,2.796390112315933,0.0,0.0625,0.1481481481481481,0.0
2081,2,0,0,629.48,1,6,113563,55041,-1,427845,Suspected Lost,Call,1698503,1675.47,Miscellaneous Goods,-1,B,Receiver,469909,35.08317,0.998172,28664,158.1909,0.973,5,0,14,1,6,0,2,69.06443164317325,77.94187064631588,8.736314488792997,0.0,0.1802721088435374,0.1875,0.0,0.0
2082,2,1,1,419.885,63,215,227346,421648,-1,427821,未知,Internal Software,-74897,307.88,Dried Groceries,-1,C,Unknown,1802335,19.94863,0.992582,682470,6.615667,0.940187,0,2,5,3,0,0,2,87.51932180035882,76.55751163645215,93.95808297694902,129.0458070635782,0.2022471910112359,0.1515151515151515,0.2585987261146497,0.0
2083,2,0,0,86.901,179,43,15877,319704,-1,427810,未知,Mini Program,576752,211.15,Appliances,0,B,Receiver,35028,10.31361,0.991277,390989,0.0,0.985715,0,4,2,1,5,0,2,56.8349237193444,47.014223570793376,46.97040480882532,2.465813653924846,0.1497584541062802,0.1428571428571428,0.1827956989247312,0.0
2084,2,0,0,11.146,181,298,227346,292156,-1,427796,Pickup Error,Call,-82053,614.64,Miscellaneous Goods,0,B,Consigner,180886,40.3193,0.999296,22670,18.82505,0.948707,3,0,14,0,0,0,2,66.98420127730182,14.527090133859522,93.95808297694902,15.120286200619406,0.1568627450980392,0.0,0.2585987261146497,0.0
2085,2,0,0,19.7,90,221,99555,23569,-1,-52675,未知,Internal Software,350614,216.23,Dried Groceries,0,C,Consigner,86407,18.18929,0.984137,526588,25.30212,0.940276,0,2,5,0,5,0,2,70.21834052919762,124.92080405843552,,,0.1290322580645161,0.3333333333333333,,
2086,2,1,0,34.255,230,180,140524,270764,-1,-148779,未知,Call,233635,134.1,Alcohol,1,C,Consigner,98356,17.39634,0.984544,58734,25.86183,0.990605,0,0,0,0,4,0,2,6.301656789495492,113.61191858430128,0.0,,0.1428571428571428,0.0,0.0,
2087,2,0,0,266.29,142,1,227346,15885,-1,427791,Pickup Error,Internal Software,2015174,886.79,Electronic Product,1,B,Consigner,1198969,5.013435,0.938849,22756,42.09278,0.94248,3,2,6,0,6,0,2,91.575345523678,69.89628878079544,93.95808297694902,18.746977678032845,0.1756756756756756,0.12,0.2585987261146497,0.0
2088,2,0,0,2.259,13,291,120179,110033,-1,427819,Damage,Call,366167,252.89,Miscellaneous Goods,0,B,Consigner,776562,99.1416,0.969173,259350,30.88193,0.966645,1,0,14,0,5,0,2,117.72169897217258,67.74750724681486,,0.0,0.2748538011695906,0.4782608695652174,,0.0
2089,2,1,0,29.76,105,13,52505,65612,-1,427849,Suspected Lost,Internal Software,20441,277.94,Pharmaceuticals,0,B,Receiver,25893,0.0,0.997425,283236,1.687999,0.97378,5,2,15,1,2,0,2,20.905244322916747,58.69138621086622,3.084049716091494,3.538039480137322,0.0909090909090909,0.0909090909090909,0.0,0.0
2090,2,0,0,69.672,27,246,125673,47366,-1,427864,未知,Internal Software,532915,385.6,"Apparel, Footwear & Accessories",0,B,Consigner,236789,24.81488,0.988904,241718,36.25986,0.905598,0,2,1,0,5,0,2,94.032370683866,81.33591719373736,0.7574978722683525,,0.0983606557377049,0.4318181818181818,0.0,
2091,2,1,1,6.866,245,129,119137,87859,-1,427854,Suspected Lost,,599002,353.18,Beauty & Daily Essentials,0,C,Consigner,2764,31.24786,0.998635,1066092,0.0,0.980823,5,5,3,0,5,0,2,19.59475595319456,32.940966148420515,0.0,36.81305532692069,0.3333333333333333,0.2285714285714285,0.0,0.0
2092,2,0,0,35.28,287,132,147363,279446,-1,427864,未知,Call,-24980,1188.49,Hardware,0,C,Consigner,34480,42.26831,0.981398,174322,46.60712,0.946655,0,0,9,0,0,0,2,8.162866826396543,56.88193748364041,166.04430721866316,0.0,0.0,0.1636363636363636,0.3571428571428571,0.0
2093,2,0,0,132.161,55,164,77328,382564,-1,-75529,未知,,295857,580.12,Furniture,-1,C,Consigner,4721,59.96591,0.876718,788756,58.44462,0.96018,0,5,8,0,5,0,2,35.60364621033194,49.08316346381199,0.0,4.810402077785449,0.1212121212121212,0.1458333333333333,0.0,0.0
2094,3,0,0,433.928,19,212,216313,252320,-1,427833,Damage,Call,18197,1542.7,Dried Groceries,-1,B,Consigner,866443,4.827491,0.996933,84218,25.09213,0.870943,1,0,5,0,2,0,2,9.293604846134908,133.2668484517222,16.407106205693722,0.5383985008510078,0.0,0.36,0.1111111111111111,0.0
2095,2,0,0,387.931,309,45,225876,154766,-1,427864,Pickup Error,Mini Program,411852,1213.0,Fresh,-1,B,Consigner,47401,62.21829,0.989828,46803,49.43198,0.926172,3,4,7,0,5,1,1,149.60386696145503,7.655753911977452,4.71621179920171,117.7335800185014,0.2777777777777778,0.125,0.0,0.0
2096,3,0,0,103.09,211,126,184469,367259,-1,-51365,Pickup Error,Call,1595440,450.84,Furniture,-1,B,Consigner,128146,5.159298,0.901419,85888,7.831457,0.961294,3,0,8,0,6,0,2,95.356323113403,5.468307916372967,,0.0,0.1041666666666666,0.1666666666666666,,0.0
2097,2,0,0,310.07,38,179,212182,300000,-1,427864,未知,Call,869000000,1729.71,Jewelry,0,B,Consigner,1515,49.82149,0.965865,62852360,62.32236,0.998077,0,0,12,0,6,0,2,83.3897689719621,49.485349035609424,62.71522772083796,163.30068855149273,0.3442622950819672,0.17578125,0.5833333333333334,0.5474358974358975
2098,2,0,0,72.097,2,104,146315,358703,-1,10315,未知,Internal Software,358529,1950.38,Electronic Product,-1,C,Consigner,162031,7.02416,0.980348,600160,51.21355,0.950809,0,2,6,0,5,0,2,56.04468495785089,21.728510570447654,0.0,0.0,0.0935960591133004,0.1666666666666666,0.0,0.0
2099,2,1,0,977.931,309,203,183889,300000,-1,427864,未知,Internal Software,230000000,1530.87,Miscellaneous Goods,-1,B,Consigner,1553292,120.2246,0.991992,67400000000,3.186826,0.949516,0,2,14,0,6,0,2,149.60386696145503,73.82922603912272,83.80393880479427,163.30068855149273,0.2777777777777778,0.25,0.2442307692307692,0.5474358974358975
2100,2,0,0,42.982,0,100,337,336289,-1,98490,未知,Internal Software,2184820,1349.75,Miscellaneous Goods,0,B,Consigner,643184,0.470565,0.898196,539665,38.73446,0.872955,0,2,14,0,6,0,2,57.22795965470159,111.92654089931048,36.44654556283502,,0.1678082191780822,0.1985815602836879,0.0,
2101,2,0,0,54.695,261,14,121192,454863,-1,427761,Damage,Call,753981,216.76,Home Improvement and Building Material,0,C,Receiver,14896,13.08702,0.926838,45724,28.81468,0.990615,1,0,10,1,6,0,2,21.984869906697988,62.29691250575112,51.36864499236308,6.8011076722593256,0.5,0.125,0.0,0.0
2102,2,0,0,64.868,99,55,183889,200953,-1,-52219,Suspected Lost,Call,2404815,812.76,Hardware,1,B,Receiver,48915,4.265448,0.99814,612981,18.28431,0.986885,5,0,9,1,6,0,2,65.94900544613762,119.73828509963953,83.80393880479427,0.0,0.211864406779661,0.1538461538461538,0.2442307692307692,0.0
2103,2,0,0,288.966,25,179,120528,406568,-1,113928,Suspected Lost,Call,200758,1071.7,Hardware,0,B,Consigner,44613,5.650597,0.998288,258016,22.35496,0.992031,5,0,9,0,4,0,2,88.8237010925776,49.485349035609424,122.67463249589416,2.539739492502691,0.1843137254901961,0.17578125,0.0,0.0
2104,3,0,0,369.514,1,2,199261,142038,1,69383,Damage,Call,236277,100.99,Pharmaceuticals,-1,B,Consigner,436741,52.97941,0.933496,163735,10.55655,0.987817,1,0,15,0,4,0,2,69.06443164317325,93.3192184944359,70.13925554206644,5.374205822175957,0.1802721088435374,0.1111111111111111,0.2222222222222222,0.0
2105,2,0,0,13.928,199,14,157597,135144,-1,427863,Damage,Call,52552,897.65,Miscellaneous Goods,0,Staff,Receiver,178821,19.2606,0.993458,408024,4.385158,0.924799,1,0,14,1,2,0,2,85.77074119936532,62.29691250575112,,0.3137713173324629,0.1063829787234042,0.125,,0.0
2106,2,0,0,99.902,25,157,192515,82724,-1,427864,Damage,Internal Software,820615,578.3,Fresh,0,C,Consigner,1325686,1.164246,0.846651,717835,9.406203,0.974296,1,2,7,0,6,1,1,88.8237010925776,166.21433105480688,11.786123384031258,0.0,0.1843137254901961,0.6428571428571429,0.0,0.0
2107,5,0,0,67.461,318,106,183889,108695,-1,427805,未知,Call,172747,103.09,Pharmaceuticals,-1,C,Receiver,5063,40.78301,0.991101,281153,98.39697,0.991361,0,0,15,1,3,0,2,101.98257796760824,49.82089121674756,83.80393880479427,0.0,0.0869565217391304,0.1538461538461538,0.2442307692307692,0.0
2108,2,0,0,705.089,55,9,72009,311581,1,427848,未知,Call,969708,430.53,Miscellaneous Goods,-1,B,Consigner,57004,22.70509,0.995966,49347,9.936374,0.982653,0,0,14,0,6,0,2,35.60364621033194,48.86197232263893,88.98416554029349,218.14934455628836,0.1212121212121212,0.5555555555555556,0.3333333333333333,0.0
2109,2,1,0,546.03,270,115,223753,137096,-1,427858,未知,Call,162945,2900.47,Pharmaceuticals,0,C,Consigner,144131,13.08646,0.97021,40673,21.05312,0.999897,0,0,15,0,3,0,2,3.568973830235347,40.50436487071241,10.44857907571553,25.297156837233015,0.3333333333333333,0.0833333333333333,0.25,0.0
2110,2,1,0,24.559,142,104,139632,23986,-1,427754,未知,Vendor Consultation,-77514,718.05,Miscellaneous Goods,0,C,Consigner,350587,0.438729,0.924871,572567,14.86565,0.986124,0,6,14,0,0,0,2,91.575345523678,21.728510570447654,0.0,0.0,0.1756756756756756,0.1666666666666666,0.0,0.0
2111,2,0,0,179.185,100,197,227346,223560,-1,427788,未知,Internal Software,128718,493.28,Home Improvement and Building Material,-1,B,Unknown,287982,61.12042,0.976938,610842,65.12997,0.951019,0,2,10,3,3,0,2,57.27817095022288,63.769979151069016,93.95808297694902,4.934309613106257,0.1162790697674418,0.208955223880597,0.2585987261146497,0.0
2112,2,1,0,239.745,309,144,64307,300000,-1,427853,未知,Call,265000000,2625.63,Dried Groceries,0,B,Consigner,5375,25.25426,0.978504,9732669,177.2356,0.973952,0,0,5,0,6,0,2,149.60386696145503,181.3163918567093,19.086678377087647,163.30068855149273,0.2777777777777778,0.2727272727272727,0.1538461538461538,0.5474358974358975
2113,2,0,0,2750.408,25,184,201124,136411,-1,17385,Suspected Lost,Call,-65658,3068.98,Hardware,0,B,Unknown,15679,3.130935,0.998042,65664,27.16336,0.993815,5,0,9,3,0,0,2,88.8237010925776,190.59538025568105,0.0,2.8182766534529526,0.1843137254901961,0.25,0.0,0.0
2114,2,0,0,7.471,27,178,198058,300000,-1,427745,Pickup Error,Call,696000000,1592.76,Miscellaneous Goods,-1,Not Known,Consigner,1515,17.45255,0.969547,9313207,47.40406,0.980768,3,0,14,0,6,0,2,94.032370683866,75.72709977879157,43.33347943050635,163.30068855149273,0.0983606557377049,0.2073170731707317,0.3684210526315789,0.5474358974358975
2115,5,1,0,293.527,132,151,76911,86724,-1,427727,Damage,Call,1793984,596.69,Miscellaneous Goods,0,B,Receiver,175990,20.78252,0.938947,206502,10.42437,0.917187,1,0,14,1,6,0,2,52.70819341651338,62.91307713975876,,0.0,0.2071428571428571,0.1176470588235294,,0.0
2116,2,0,0,11.685,207,185,183889,300000,1,427864,Damage,Call,1145842,859.96,Dried Groceries,-1,C,Receiver,4374897,50.66915,0.972678,84879744,39.13162,0.978695,1,0,5,1,6,0,2,74.1529936661414,82.10025254899978,83.80393880479427,163.30068855149273,0.4594594594594595,0.2025316455696202,0.2442307692307692,0.5474358974358975
2117,5,0,0,138.628,164,190,183889,168623,-1,427855,Pickup Error,Call,455917,393.11,Electronic Product,0,B,Consigner,1682798,8.251766,0.973548,210688,29.15356,0.96788,3,0,6,0,5,0,2,59.72498410518864,47.29286625931772,83.80393880479427,15.586693152054089,0.1617647058823529,0.1052631578947368,0.2442307692307692,0.5
2118,2,0,0,61.507,178,1,168739,85034,-1,167935,Pickup Error,Call,83913,645.3,Hardware,-1,C,Consigner,170501,25.37206,0.997142,1240681,17.96206,0.960603,3,0,9,0,2,0,2,59.71452989301516,69.89628878079544,0.0,,0.1660079051383399,0.12,0.0,
2119,2,0,0,1.79,181,3,227346,200910,-1,-89199,Pickup Error,Call,3369707,101.93,Miscellaneous Goods,-1,B,Receiver,36250,3.310807,0.999696,80820,12.93385,0.997721,3,0,14,1,6,0,2,66.98420127730182,63.81099393925928,93.95808297694902,0.0,0.1568627450980392,0.1170212765957446,0.2585987261146497,0.0
2120,2,0,0,136.271,15,181,170634,114334,-1,427864,未知,Internal Software,-81988,598.68,Home Improvement and Building Material,0,C,Consigner,504253,30.53398,0.9548,267182,22.9343,0.951812,0,2,10,0,0,0,2,80.35899212714475,45.1926466370765,22.23446390193816,68.44563234923082,0.0909090909090909,0.2325581395348837,0.5,0.0
2121,2,0,0,743.578,151,197,227346,300000,-1,427864,Suspected Lost,Call,718000000,2614.62,Miscellaneous Goods,-1,B,Consigner,1459875,178.097,0.977859,3157161,69.13002,0.992595,5,0,14,0,6,0,2,55.000321274151965,63.769979151069016,93.95808297694902,163.30068855149273,0.0828402366863905,0.208955223880597,0.2585987261146497,0.5474358974358975
2122,2,0,0,141.442,143,101,56934,269223,-1,427856,未知,Call,2223710,952.66,Jewelry,0,C,Consigner,203841,3.477735,0.94905,111226,9.41251,0.770303,0,0,12,0,6,0,2,38.45695991907031,58.58878798840541,11.409899900913594,20.979323017918706,0.1136363636363636,0.1323529411764706,0.0,0.5
2123,5,0,0,131.865,131,39,64307,289995,-1,427791,Suspected Lost,Call,810148,314.22,"Apparel, Footwear & Accessories",0,B,Consigner,393766,2.12538,0.991661,1126190,0.0,0.943563,5,0,1,0,6,0,2,25.28414948621409,44.92391936878398,19.086678377087647,13.64818237377021,0.3529411764705882,0.0,0.1538461538461538,0.0
2124,2,1,0,410.148,25,211,199261,147557,-1,427849,Suspected Lost,Call,-65735,1871.99,Beauty & Daily Essentials,-1,C,Consigner,284601,3.376535,0.981692,686601,10.99191,0.998164,5,0,3,0,0,0,2,88.8237010925776,74.44213332427378,70.13925554206644,45.49939831528279,0.1843137254901961,0.2777777777777778,0.2222222222222222,0.0
2125,5,1,0,66.67,113,164,200544,58037,-1,427771,未知,Call,207822,327.14,Miscellaneous Goods,-1,C,Consigner,127407,0.658693,0.988509,170352,0.0,0.984939,0,0,14,0,4,0,2,36.24779227893041,49.08316346381199,0.4245740252721453,7.051199157314197,0.0909090909090909,0.1458333333333333,0.0,0.0
2126,2,0,0,144.876,125,167,130344,153476,-1,122406,Damage,Call,128085,888.83,Furniture,-1,B,Consigner,308012,85.70887,0.987753,50104,111.6262,0.981189,1,0,8,0,3,0,2,70.23909957621414,3.3792690177535314,23.42329405145237,0.0,0.0793650793650793,0.0,0.1666666666666666,0.0
2127,2,0,0,1.286,43,127,227346,405431,-1,427864,未知,Call,175060,112.53,Fresh,-1,Not Known,Consigner,112810,3.844937,0.994769,405673,17.9381,0.917423,0,0,7,0,4,1,1,71.58077320943575,63.45537171576693,93.95808297694902,,0.075,0.2325581395348837,0.2585987261146497,
2128,5,1,1,129.034,122,99,206750,396241,-1,427847,Suspected Lost,Internal Software,-52250,774.92,Miscellaneous Goods,-1,C,Unknown,470343,0.395634,0.967614,114127,11.85504,0.964069,5,2,14,3,0,0,2,5.812833322697888,39.75074374258253,29.280215769519717,9.26978563446104,0.1428571428571428,0.1505376344086021,0.0,0.0
2129,2,0,0,162.713,2,190,183889,132924,-1,427864,Damage,Call,4094064,257.34,Miscellaneous Goods,1,C,Consigner,1259172,130.1486,0.985251,265301,5.69718,0.994237,1,0,14,0,6,0,2,56.04468495785089,47.29286625931772,83.80393880479427,0.0,0.0935960591133004,0.1052631578947368,0.2442307692307692,0.0
2130,2,0,0,504.687,0,135,138138,115274,-1,427806,Damage,Call,505094,324.75,Miscellaneous Goods,0,B,Receiver,106810,38.7149,0.900499,11051,51.7788,0.988954,1,0,14,1,5,0,2,57.22795965470159,125.17131951667804,96.25515794088945,24.12087854587342,0.1678082191780822,0.3414634146341463,0.3333333333333333,0.3333333333333333
2131,2,0,0,0.0,2,106,196957,208406,-1,427863,Pickup Error,Internal Software,540628,179.6,"Apparel, Footwear & Accessories",-1,B,Consigner,10495,0.0,0.927395,111213,42.29203,0.984777,3,2,1,0,5,0,2,56.04468495785089,49.82089121674756,5.881193892685291,0.0,0.0935960591133004,0.1538461538461538,0.0,0.0
2132,2,0,0,11.626,342,179,34213,114629,-1,71073,Damage,Vendor Consultation,864231,474.32,Hardware,-1,B,Consigner,180939,0.0,0.974403,1348776,72.66649,0.971114,1,6,9,0,6,0,2,27.34949494949495,49.485349035609424,,,0.0,0.17578125,,
2133,2,0,0,643.066,4,156,196665,411079,-1,427857,未知,Call,946197,183.11,Miscellaneous Goods,-1,B,Consigner,217764,85.37776,0.967207,152963,13.84907,0.910622,0,0,14,0,6,0,2,60.02737754693536,13.292117589246272,0.0,4.630745816778439,0.1592356687898089,0.0,0.0,0.5
2134,2,0,0,257.772,206,3,132504,88322,-1,-43148,Damage,Vendor Consultation,165681,533.59,Miscellaneous Goods,-1,Not Known,Consigner,170211,73.492,0.991651,4494,49.79618,0.999753,1,6,14,0,3,0,2,29.114288645982484,63.81099393925928,,0.0,0.3333333333333333,0.1170212765957446,,0.0
2135,2,0,0,429.155,185,219,212716,411965,-1,427862,未知,Vendor Consultation,68798,474.2,Miscellaneous Goods,-1,C,Consigner,47849,16.84982,0.986848,35387,9.194375,0.983713,0,6,14,0,2,0,2,64.67006111935692,77.51992483992979,4.796044815207533,88.26100898947308,0.1851851851851851,0.2,0.0,0.0
2136,2,0,0,15.578,38,13,218512,343222,-1,427857,未知,Internal Software,-78436,107.96,Dried Groceries,0,B,Consigner,319076,3.037513,0.96994,1407161,23.64734,0.953736,0,2,5,0,0,0,2,83.3897689719621,58.69138621086622,9.04716930918849,2.430932348155397,0.3442622950819672,0.0909090909090909,0.0,0.0
2137,2,0,0,6.651,4,188,210232,43265,-1,-159250,未知,Call,1125076,499.99,Home Improvement and Building Material,0,B,Unknown,289682,40.71803,0.998339,331167,15.6069,0.993411,0,0,10,3,6,0,2,60.02737754693536,81.19796947313277,139.9140213055044,13.783684947226387,0.1592356687898089,0.1052631578947368,0.1481481481481481,0.0
2138,2,0,1,24.122,245,0,211033,317485,-1,-145589,Pickup Error,Vendor Consultation,859241,1519.84,Hardware,0,B,Consigner,197740,5.393755,0.950535,451983,16.0584,0.822458,3,6,9,0,6,0,2,19.59475595319456,75.01688402479252,0.0,,0.3333333333333333,0.1507692307692307,0.0,
2139,5,0,0,845.078,2,178,168822,430934,-1,427772,Damage,Internal Software,728984,821.95,Jewelry,0,B,Receiver,96501,35.90554,0.989731,52642,18.15672,0.950142,1,2,12,1,6,0,2,56.04468495785089,75.72709977879157,49.87347932595441,35.3242659555758,0.0935960591133004,0.2073170731707317,0.6666666666666666,0.0
2140,2,1,0,45.152,179,84,121790,299775,-1,427864,未知,Call,429202,378.66,Fresh,0,Not Known,Receiver,1301757,0.0,0.969014,438932,0.0,0.958238,0,0,7,1,5,1,1,56.8349237193444,27.37665069475309,0.0,,0.1497584541062802,0.0,0.0,
2141,2,1,0,339.482,63,8,120674,322593,-1,427788,未知,Internal Software,39393,1015.63,Fresh,1,C,Consigner,368415,91.8145,0.99024,392093,17.48843,0.999342,0,2,7,0,2,1,1,87.51932180035882,37.613581290440536,1.5217801164982974,8.189653069778942,0.2022471910112359,0.0,0.0,0.0
